Unnamed: 0,LOT,Casting_Pressure,Humidity,Injection_Velocity_1,Injection_Velocity_2,Injection_Velocity_3,Temperature,Short_Shot,ERROR
112,180102-021-0103,-1.4966629547095744,-0.8223734905250488,0.8713614247224531,0.0958639306587924,0.4465644437216923,-0.0646856332207626,1,0
113,180102-021-0103,0.3741657386774999,1.961541605101477,0.426789269251811,0.8947300194820964,1.20775383642913,-0.1704798931611961,1,0
114,180102-021-0103,0.3741657386774999,0.8305760975032106,-0.0177828862188311,0.8947300194820964,-1.583273936831475,0.6003068578335976,1,0
115,180102-021-0103,-1.4966629547095744,-1.4437831100845275,0.426789269251811,-0.7030021581645115,-0.3146249489857454,0.5549664607162537,1,0
116,180102-021-0103,0.3741657386774999,-1.1765769736739506,0.426789269251811,0.0958639306587924,-1.583273936831475,0.4945125978931105,1,0
117,180102-021-0103,0.3741657386774999,0.7995056165252422,0.426789269251811,0.0958639306587924,-1.583273936831475,0.6003068578335976,1,0
118,180102-021-0103,0.3741657386774999,0.8243620013076081,-0.4623550416894732,-2.300734335811119,-0.3146249489857454,0.6003068578335976,1,0
119,180102-021-0103,0.3741657386774999,-0.5427391617232669,1.7605057356637377,1.6935961083054003,0.4465644437216923,0.6003068578335976,1,0
120,180102-021-0103,0.3741657386774999,-0.3749585644421978,-0.9069271971601154,0.0958639306587924,0.4465644437216923,-1.0621743698022763,1,0
121,180102-021-0103,-1.4966629547095744,-1.052295049762055,0.8713614247224531,0.8947300194820964,-0.3146249489857454,0.6003068578335976,1,0
122,180102-021-0103,0.3741657386774999,0.8305760975032106,-0.9069271971601154,-0.7030021581645115,-0.3146249489857454,0.6003068578335976,1,0
123,180102-021-0103,-1.4966629547095744,0.8305760975032106,-0.4623550416894732,-2.300734335811119,0.4465644437216923,0.6003068578335976,1,0
124,180102-021-0103,0.3741657386774999,-0.3438880834642293,-0.4623550416894732,0.0958639306587924,-0.3146249489857454,-2.3317054890878537,1,0
125,180102-021-0103,0.3741657386774999,-0.0021127927065105,-0.4623550416894732,0.0958639306587924,-0.3146249489857454,-2.301478557676309,1,0
126,180102-021-0103,-1.4966629547095744,0.1532396121833535,-2.685215819042684,0.0958639306587924,0.4465644437216923,0.6003068578335976,1,0
127,180102-021-0103,0.3741657386774999,1.1909936768477147,-0.4623550416894732,0.0958639306587924,-0.8220845441240373,0.6003068578335976,1,0
128,180102-021-0103,0.3741657386774999,-1.2387179356299094,0.8713614247224531,0.8947300194820964,1.715213431567422,0.6154203235393968,1,0
129,180102-021-0103,-1.4966629547095744,-1.2822166089990608,0.426789269251811,-1.5018682469878153,-2.344463329538913,0.6305337892451424,1,0
130,180102-021-0103,-1.4966629547095744,-1.145506492695982,1.7605057356637377,0.0958639306587924,1.20775383642913,0.6003068578335976,1,0
131,180102-021-0103,0.3741657386774999,-0.5427391617232669,-0.4623550416894732,0.0958639306587924,1.20775383642913,0.6003068578335976,1,0
132,180102-021-0103,0.3741657386774999,-0.263104832921507,0.426789269251811,-0.7030021581645115,0.4465644437216923,-1.8783015179144675,1,0
133,180102-021-0103,0.3741657386774999,0.7995056165252422,-0.9069271971601154,0.8947300194820964,1.20775383642913,0.6003068578335976,1,0
134,180102-021-0103,0.3741657386774999,-1.5929214187788112,0.8713614247224531,0.8947300194820964,-0.8220845441240373,0.6909876520682855,1,0
135,180102-021-0103,0.3741657386774999,-0.8223734905250488,0.8713614247224531,0.8947300194820964,0.4465644437216923,-0.0646856332207626,1,0
136,180102-021-0103,-1.4966629547095744,0.8305760975032106,-0.9069271971601154,-0.7030021581645115,1.20775383642913,0.6003068578335976,1,0
137,180102-021-0103,0.3741657386774999,0.8243620013076081,-0.4623550416894732,0.0958639306587924,1.20775383642913,0.6003068578335976,1,0
138,180102-021-0103,0.3741657386774999,0.5695840572882142,2.649650046605021,0.8947300194820964,1.20775383642913,0.6003068578335976,1,0
139,180102-021-0103,0.3741657386774999,-1.4437831100845275,-0.4623550416894732,-1.5018682469878153,1.20775383642913,0.5549664607162537,1,0
140,180102-021-0103,0.3741657386774999,0.8243620013076081,-0.9069271971601154,-0.7030021581645115,-0.8220845441240373,0.6003068578335976,1,0
141,180102-021-0103,0.3741657386774999,0.8305760975032106,-0.4623550416894732,0.0958639306587924,0.4465644437216923,0.6003068578335976,1,0
142,180102-021-0103,-1.4966629547095744,-1.145506492695982,0.8713614247224531,0.0958639306587924,0.4465644437216923,0.6003068578335976,1,0
143,180102-021-0103,0.3741657386774999,1.1474950034785414,-1.7960715081013996,-0.7030021581645115,-1.583273936831475,0.6003068578335976,1,0
144,180102-021-0103,0.3741657386774999,-0.4868122959629105,0.426789269251811,0.0958639306587924,-0.8220845441240373,-0.9412666441560436,1,0
145,180102-021-0103,0.3741657386774999,-0.3438880834642293,0.8713614247224531,-0.7030021581645115,-0.3146249489857454,-2.3317054890878537,1,0
146,180102-021-0103,2.2449944320645745,-0.3438880834642293,0.426789269251811,0.0958639306587924,1.20775383642913,-2.3317054890878537,1,0
147,180102-021-0103,0.3741657386774999,-0.4868122959629105,-0.0177828862188311,0.8947300194820964,-0.8220845441240373,-0.9412666441560436,1,0
148,180102-021-0103,2.2449944320645745,0.8305760975032106,-1.7960715081013996,-3.099600424634424,-0.8220845441240373,0.6003068578335976,1,0
149,180102-021-0103,0.3741657386774999,0.5695840572882142,-0.0177828862188311,0.8947300194820964,-0.8220845441240373,0.6003068578335976,1,0
150,180102-021-0104,0.4882400827239669,-1.2303609384814107,-0.1827844156398752,0.2935720145432635,0.0272707150450773,1.2368596859169771,1,0
151,180102-021-0104,0.4882400827239669,0.701732932464024,-0.1827844156398752,-0.537292177560309,-0.6544971610821224,-0.7140444684402705,1,0
152,180102-021-0104,0.4882400827239669,0.8847031124083965,-0.1827844156398752,0.2935720145432635,0.0272707150450773,-0.8772972119125261,1,0
153,180102-021-0104,-1.139226859689503,-1.2067662437440585,0.7792388245700167,0.0166172838420726,0.0272707150450773,1.3872418811486826,1,0
154,180102-021-0104,0.4882400827239669,0.467566716768794,-0.1827844156398752,-1.0912016389626906,-0.9953810991457224,-0.6063383015851315,1,0
155,180102-021-0104,-1.139226859689503,0.9350087823201092,0.7792388245700167,0.0166172838420726,0.0272707150450773,-0.918618445737454,1,0
156,180102-021-0104,0.4882400827239669,-1.1413243545668734,0.7792388245700167,0.0166172838420726,0.0272707150450773,1.3980802375617796,1,0
157,180102-021-0104,-1.139226859689503,1.0244905491542182,0.7792388245700167,0.5705267452444543,0.0272707150450773,-0.9619718713898372,1,0
158,180102-021-0104,-1.139226859689503,-1.1733775247761076,-1.144807655849767,1.124436206646836,1.0499225292358771,1.404176813044144,1,0
159,180102-021-0104,-1.139226859689503,0.756045248651891,-0.1827844156398752,-0.2603374468591181,0.0272707150450773,-0.754688304989379,1,0
160,180102-021-0104,-2.766693802102973,-1.236593499355428,-2.106830896059659,-2.199020561767454,-0.6544971610821224,1.31205078353283,1,0
161,180102-021-0104,0.4882400827239669,0.701732932464024,0.2982272044650708,-0.2603374468591181,0.0272707150450773,-0.7140444684402705,1,0
162,180102-021-0104,-1.139226859689503,0.9577131112183168,0.7792388245700167,-0.2603374468591181,0.0272707150450773,-0.953165706804197,1,0
163,180102-021-0104,-1.139226859689503,1.4420721277133923,-0.1827844156398752,0.5705267452444543,0.0272707150450773,-1.277639001921253,1,0
164,180102-021-0104,0.4882400827239669,-1.1871781952828602,-1.144807655849767,0.0166172838420726,-0.6544971610821224,1.170474752886766,1,0
165,180102-021-0104,0.4882400827239669,0.8847031124083965,1.7412620647799086,-0.2603374468591181,-0.6544971610821224,-0.8772972119125261,1,0
166,180102-021-0104,0.4882400827239669,-1.2223476459291025,-0.6637960357448212,-1.0912016389626906,0.0272707150450773,1.301889824395552,1,0
167,180102-021-0104,-1.139226859689503,1.3134142639568889,-0.6637960357448212,0.2935720145432635,0.0272707150450773,-1.163836259583747,1,0
168,180102-021-0104,-1.139226859689503,-1.1733775247761076,0.7792388245700167,1.124436206646836,1.0499225292358771,1.404176813044144,1,0
169,180102-021-0104,0.4882400827239669,1.481693407555362,0.7792388245700167,1.124436206646836,-0.6544971610821224,-1.2993157147474443,1,0
170,180102-021-0104,0.4882400827239669,-0.7264138735251354,0.7792388245700167,1.6783456680492177,-0.6544971610821224,0.4659815860355379,1,0
171,180102-021-0104,0.4882400827239669,1.3516999950401385,-2.106830896059659,-3.306839484572217,-0.6544971610821224,-1.1807711914792094,1,0
172,180102-021-0104,-1.139226859689503,-1.2744340475191065,-1.144807655849767,-1.6451111003650722,-2.6998007894637217,1.2361822886411602,1,0
173,180102-021-0104,0.4882400827239669,0.467566716768794,0.7792388245700167,1.124436206646836,0.0272707150450773,-0.6063383015851315,1,0
174,180102-021-0104,0.4882400827239669,0.3291148287816903,-0.1827844156398752,-0.537292177560309,0.0272707150450773,-0.4844067919378012,1,0
175,180102-021-0104,2.115707025137437,-0.8813375295364279,-1.144807655849767,0.5705267452444543,0.0272707150450773,0.6827487142974547,1,0
176,180102-021-0104,-1.139226859689503,0.9577131112183168,-0.1827844156398752,-1.0912016389626906,-1.677148975272922,-0.953165706804197,1,0
177,180102-021-0104,0.4882400827239669,0.8014539064483046,-0.6637960357448212,0.0166172838420726,2.072574343426677,-0.7946547442626706,1,0
178,180102-021-0104,-1.139226859689503,-1.1604672201084998,-0.1827844156398752,-0.2603374468591181,2.072574343426677,1.3520172228061216,1,0
179,180102-021-0104,0.4882400827239669,1.0244905491542182,-0.1827844156398752,0.0166172838420726,0.0272707150450773,-0.9619718713898372,1,0
180,180102-021-0104,0.4882400827239669,0.3291148287816903,-0.1827844156398752,-0.537292177560309,-0.6544971610821224,-0.4844067919378012,1,0
181,180102-021-0104,0.4882400827239669,1.2444109114231223,-0.6637960357448212,0.5705267452444543,0.0272707150450773,-1.144869135860829,1,0
182,180102-021-0104,2.115707025137437,-0.8813375295364279,0.2982272044650708,1.124436206646836,-1.677148975272922,0.6827487142974547,1,0
183,180102-021-0104,2.115707025137437,-0.554573266570081,0.7792388245700167,2.2322551294515915,2.072574343426677,0.2946000752534601,1,0
184,180102-021-0104,-1.139226859689503,0.756045248651891,-1.144807655849767,1.124436206646836,0.0272707150450773,-0.754688304989379,1,0
185,180102-021-0104,0.4882400827239669,-0.554573266570081,-0.1827844156398752,-1.0912016389626906,-0.6544971610821224,0.2946000752534601,1,0
186,180102-021-0104,0.4882400827239669,-1.2214572800899557,3.665308545199693,0.5705267452444543,1.0499225292358771,1.265987768777174,1,0
187,180102-021-0104,-1.139226859689503,-1.1974174024330315,0.7792388245700167,0.0166172838420726,-0.6544971610821224,1.269374755156266,1,0
188,180102-021-0104,-1.139226859689503,-0.7264138735251354,0.7792388245700167,0.0166172838420726,-0.6544971610821224,0.4659815860355379,1,0
189,180102-021-0104,0.4882400827239669,0.1327891612501384,-0.1827844156398752,-0.2603374468591181,-0.6544971610821224,-0.2703492527791594,1,0
190,180102-021-0104,0.4882400827239669,1.160716522543459,-0.6637960357448212,-1.9220658310662635,0.0272707150450773,-1.0744198191757066,1,0
191,180102-021-0104,-1.139226859689503,1.0850354262161026,0.2982272044650708,0.0166172838420726,-0.6544971610821224,-1.022260228937683,1,0
192,180102-021-0104,0.4882400827239669,0.3291148287816903,-1.144807655849767,0.2935720145432635,0.0272707150450773,-0.4844067919378012,1,0
193,180102-021-0104,0.4882400827239669,-0.3520150381645103,0.2982272044650708,0.0166172838420726,0.0272707150450773,0.1299925372295659,1,0
194,180102-021-0104,0.4882400827239669,-1.1413243545668734,0.7792388245700167,1.124436206646836,2.072574343426677,1.3980802375617796,1,0
195,180102-021-0104,0.4882400827239669,-1.236593499355428,1.7412620647799086,0.5705267452444543,2.072574343426677,1.31205078353283,1,0
196,180102-021-0104,0.4882400827239669,1.409128591665015,-0.6637960357448212,1.124436206646836,-0.6544971610821224,-1.2268342062348665,1,0
197,180102-021-0104,0.4882400827239669,0.1327891612501384,-1.144807655849767,-0.537292177560309,0.0272707150450773,-0.2703492527791594,1,0
