,LOT,Date,Equipment,Die_Number,Injection_Velocity_1,Injection_Velocity_2,Injection_Velocity_3,Spray_Time_1,Spray_Time_2,Humidity,Temperature,Casting_Pressure,Pressure_Increase_Time,Short_Shot,Ejection_Pin_Burr,Soldering,Shrinkage,Stain,Corepin_Soldering,Crack
1352,180104-022-0101,2018-01-04,022,0101,0.118,0.221,0.368,0.2,0.3,18.394,14.901,677,0.043,1,0,0,0,0,0,0
1353,180104-022-0101,2018-01-04,022,0101,0.12,0.226,0.371,0.2,0.3,18.658,15.099,678,0.041,1,0,0,0,0,0,0
1354,180104-022-0101,2018-01-04,022,0101,0.115,0.221,0.371,0.2,0.3,19.157,15.098,679,0.043,1,0,0,0,0,0,0
1355,180104-022-0101,2018-01-04,022,0101,0.1,0.218,0.373,0.2,0.3,18.761,15.099,679,0.043,1,0,0,0,0,0,0
1356,180104-022-0101,2018-01-04,022,0101,0.12,0.224,0.368,0.2,0.3,18.343,14.901,677,0.043,1,0,0,0,0,0,0
1357,180104-022-0101,2018-01-04,022,0101,0.116,0.224,0.368,0.2,0.3,18.407,14.902,678,0.043,1,0,0,0,0,0,0
1358,180104-022-0101,2018-01-04,022,0101,0.114,0.224,0.368,0.2,0.3,18.394,14.901,677,0.041,1,0,0,0,0,0,0
1359,180104-022-0101,2018-01-04,022,0101,0.12,0.224,0.371,0.2,0.3,18.459,14.901,678,0.041,1,0,0,0,0,0,0
1360,180104-022-0101,2018-01-04,022,0101,0.12,0.222,0.373,0.2,0.3,19.296,15.096,679,0.045,1,0,0,0,0,0,0
1361,180104-022-0101,2018-01-04,022,0101,0.118,0.22,0.373,0.2,0.3,18.398,14.901,677,0.041,1,0,0,0,0,0,0
1362,180104-022-0101,2018-01-04,022,0101,0.116,0.228,0.371,0.2,0.3,18.285,14.82,677,0.041,1,0,0,0,0,0,0
1363,180104-022-0102,2018-01-04,022,0102,0.098,0.23,0.379,0.2,0.3,16.559,15.599,677,0.039,0,0,0,0,0,0,0
1364,180104-022-0102,2018-01-04,022,0102,0.107,0.227,0.371,0.2,0.3,17.382,15.397,677,0.041,0,0,0,0,0,0,0
1365,180104-022-0102,2018-01-04,022,0102,0.098,0.226,0.376,0.2,0.3,17.103,15.499,679,0.041,0,0,0,0,0,0,0
1366,180104-022-0102,2018-01-04,022,0102,0.11,0.226,0.368,0.2,0.3,17.471,15.301,677,0.041,0,0,0,0,0,0,0
1367,180104-022-0102,2018-01-04,022,0102,0.106,0.228,0.379,0.2,0.3,17.541,15.301,678,0.045,0,0,0,0,0,0,0
1368,180104-022-0102,2018-01-04,022,0102,0.098,0.229,0.37,0.2,0.3,17.186,15.422,678,0.043,0,0,0,0,0,0,0
1369,180104-022-0102,2018-01-04,022,0102,0.116,0.229,0.371,0.2,0.3,17.532,15.301,678,0.041,0,0,0,0,0,0,0
1370,180104-022-0102,2018-01-04,022,0102,0.104,0.232,0.371,0.2,0.3,16.933,15.499,677,0.041,0,0,0,0,0,0,0
1371,180104-022-0102,2018-01-04,022,0102,0.096,0.23,0.37,0.2,0.3,16.801,15.435,679,0.04,0,0,0,0,0,0,0
1372,180104-022-0102,2018-01-04,022,0102,0.106,0.23,0.373,0.2,0.3,16.559,15.599,678,0.041,0,0,0,0,0,0,0
1373,180104-022-0102,2018-01-04,022,0102,0.1,0.226,0.373,0.2,0.3,16.694,15.598,678,0.045,0,0,0,0,0,0,0
1374,180104-022-0102,2018-01-04,022,0102,0.104,0.224,0.373,0.2,0.3,17.471,15.301,678,0.043,0,0,0,0,0,0,0
1375,180104-022-0102,2018-01-04,022,0102,0.102,0.23,0.368,0.2,0.3,17.099,15.475,678,0.041,0,0,0,0,0,0,0
1376,180104-022-0102,2018-01-04,022,0102,0.104,0.227,0.371,0.2,0.3,17.112,15.499,678,0.039,0,0,0,0,0,0,0
1377,180104-022-0102,2018-01-04,022,0102,0.104,0.228,0.371,0.2,0.3,17.312,15.421,678,0.041,0,0,0,0,0,0,0
1378,180104-022-0102,2018-01-04,022,0102,0.094,0.228,0.373,0.2,0.3,17.007,15.499,678,0.043,0,0,0,0,0,0,0
1379,180104-022-0102,2018-01-04,022,0102,0.104,0.226,0.373,0.2,0.3,17.186,15.422,678,0.041,0,0,0,0,0,0,0
1380,180104-022-0102,2018-01-04,022,0102,0.104,0.228,0.373,0.2,0.3,16.879,15.406,678,0.043,0,0,0,0,0,0,0
1381,180104-022-0102,2018-01-04,022,0102,0.099,0.228,0.379,0.2,0.3,16.803,15.499,679,0.042,0,0,0,0,0,0,0
1382,180104-022-0102,2018-01-04,022,0102,0.106,0.23,0.368,0.2,0.3,17.105,15.407,679,0.043,0,0,0,0,0,0,0
1383,180104-022-0102,2018-01-04,022,0102,0.1,0.226,0.371,0.2,0.3,17.09,15.401,678,0.043,0,0,0,0,0,0,0
1384,180104-022-0102,2018-01-04,022,0102,0.104,0.224,0.368,0.2,0.3,17.183,15.498,677,0.041,0,0,0,0,0,0,0
1385,180104-022-0102,2018-01-04,022,0102,0.099,0.228,0.373,0.2,0.3,17.026,15.402,678,0.041,0,0,0,0,0,0,0
1386,180104-022-0102,2018-01-04,022,0102,0.104,0.232,0.373,0.2,0.3,16.614,15.599,677,0.044,0,0,0,0,0,0,0
1387,180104-022-0102,2018-01-04,022,0102,0.104,0.227,0.373,0.2,0.3,16.559,15.599,678,0.042,0,0,0,0,0,0,0
1388,180104-022-0102,2018-01-04,022,0102,0.1,0.226,0.365,0.2,0.3,17.103,15.499,678,0.043,0,0,0,0,0,0,0
1389,180104-022-0102,2018-01-04,022,0102,0.098,0.228,0.37,0.2,0.3,16.933,15.499,678,0.041,0,0,0,0,0,0,0
1390,180104-022-0102,2018-01-04,022,0102,0.11,0.224,0.371,0.2,0.3,17.382,15.397,678,0.041,0,0,0,0,0,0,0
1391,180104-022-0102,2018-01-04,022,0102,0.112,0.23,0.373,0.2,0.3,16.812,15.499,678,0.041,0,0,0,0,0,0,0
1392,180104-022-0102,2018-01-04,022,0102,0.1,0.23,0.376,0.2,0.3,16.801,15.435,678,0.043,0,0,0,0,0,0,0
1393,180104-022-0102,2018-01-04,022,0102,0.104,0.228,0.37,0.2,0.3,17.085,15.404,677,0.041,0,0,0,0,0,0,0
1394,180104-022-0102,2018-01-04,022,0102,0.107,0.227,0.371,0.2,0.3,17.382,15.397,677,0.041,0,0,0,0,0,0,0
1395,180104-022-0102,2018-01-04,022,0102,0.107,0.23,0.373,0.2,0.3,17.382,15.397,678,0.043,0,0,0,0,0,0,0
1396,180104-022-0102,2018-01-04,022,0102,0.11,0.227,0.37,0.2,0.3,17.19,15.468,678,0.042,0,0,0,0,0,0,0
1397,180104-022-0102,2018-01-04,022,0102,0.096,0.229,0.376,0.2,0.3,17.183,15.498,678,0.041,0,0,0,0,0,0,0
1398,180104-022-0102,2018-01-04,022,0102,0.108,0.229,0.371,0.2,0.3,16.702,15.591,677,0.045,0,0,0,0,0,0,0
1399,180104-022-0102,2018-01-04,022,0102,0.104,0.228,0.376,0.2,0.3,17.112,15.499,678,0.041,0,0,0,0,0,0,0
1400,180104-022-0102,2018-01-04,022,0102,0.102,0.23,0.371,0.2,0.3,16.604,15.599,677,0.041,0,0,0,0,0,0,0
1401,180104-022-0102,2018-01-04,022,0102,0.106,0.228,0.368,0.2,0.3,17.085,15.404,678,0.045,0,0,0,0,0,0,0
1402,180104-022-0102,2018-01-04,022,0102,0.101,0.227,0.373,0.2,0.3,17.099,15.496,678,0.041,0,0,0,0,0,0,0
1403,180104-022-0102,2018-01-04,022,0102,0.102,0.224,0.37,0.2,0.3,17.541,15.301,678,0.041,0,0,0,0,0,0,0
1404,180104-022-0102,2018-01-04,022,0102,0.108,0.226,0.376,0.2,0.3,17.303,15.474,677,0.042,0,0,0,0,0,0,0
1405,180104-022-0102,2018-01-04,022,0102,0.104,0.228,0.373,0.2,0.3,17.097,15.422,678,0.042,0,0,0,0,0,0,0
1406,180104-022-0102,2018-01-04,022,0102,0.104,0.226,0.373,0.2,0.3,17.092,15.498,677,0.044,0,0,0,0,0,0,0
1407,180104-022-0102,2018-01-04,022,0102,0.099,0.228,0.376,0.2,0.3,16.805,15.528,678,0.043,0,0,0,0,0,0,0
1408,180104-022-0102,2018-01-04,022,0102,0.104,0.232,0.373,0.2,0.3,17.059,15.499,678,0.043,0,0,0,0,0,0,0
1409,180104-022-0102,2018-01-04,022,0102,0.096,0.23,0.373,0.2,0.3,17.026,15.402,678,0.044,0,0,0,0,0,0,0
1410,180104-022-0102,2018-01-04,022,0102,0.11,0.224,0.368,0.2,0.3,17.532,15.301,678,0.041,0,0,0,0,0,0,0
1411,180104-022-0102,2018-01-04,022,0102,0.106,0.226,0.376,0.2,0.3,17.091,15.402,680,0.041,0,0,0,0,0,0,0
1412,180104-022-0102,2018-01-04,022,0102,0.108,0.23,0.373,0.2,0.3,17.178,15.495,678,0.041,0,0,0,0,0,0,0
1413,180104-022-0103,2018-01-04,022,0103,0.096,0.228,0.371,0.2,0.3,12.891,16.699,678,0.043,0,0,0,0,0,0,0
1414,180104-022-0103,2018-01-04,022,0103,0.088,0.226,0.368,0.2,0.3,12.615,16.899,678,0.041,0,0,0,0,0,0,0
1415,180104-022-0103,2018-01-04,022,0103,0.088,0.226,0.371,0.2,0.3,12.595,16.892,678,0.04,0,0,0,0,0,0,0
1416,180104-022-0103,2018-01-04,022,0103,0.104,0.226,0.373,0.2,0.3,12.822,16.814,677,0.04,0,0,0,0,0,0,0
1417,180104-022-0103,2018-01-04,022,0103,0.102,0.229,0.371,0.2,0.3,12.697,16.897,678,0.041,0,0,0,0,0,0,0
1418,180104-022-0103,2018-01-04,022,0103,0.106,0.226,0.376,0.2,0.3,12.891,16.699,678,0.041,0,0,0,0,0,0,0
1419,180104-022-0103,2018-01-04,022,0103,0.114,0.224,0.365,0.2,0.3,12.901,16.399,680,0.041,0,0,0,0,0,0,0
1420,180104-022-0103,2018-01-04,022,0103,0.086,0.224,0.365,0.2,0.3,12.871,16.59,671,0.041,0,0,0,0,0,0,0
1421,180104-022-0103,2018-01-04,022,0103,0.092,0.228,0.371,0.2,0.3,12.85,16.798,678,0.041,0,0,0,0,0,0,0
1422,180104-022-0103,2018-01-04,022,0103,0.088,0.224,0.368,0.2,0.3,12.876,16.498,678,0.041,0,0,0,0,0,0,0
1423,180104-022-0103,2018-01-04,022,0103,0.108,0.226,0.368,0.2,0.3,12.816,16.69,678,0.04,0,0,0,0,0,0,0
1424,180104-022-0103,2018-01-04,022,0103,0.088,0.226,0.376,0.2,0.3,12.85,16.798,678,0.041,0,0,0,0,0,0,0
1425,180104-022-0103,2018-01-04,022,0103,0.112,0.22,0.365,0.2,0.3,12.838,16.399,678,0.041,0,0,0,0,0,0,0
1426,180104-022-0103,2018-01-04,022,0103,0.094,0.23,0.368,0.2,0.3,12.565,16.899,678,0.041,0,0,0,0,0,0,0
1427,180104-022-0103,2018-01-04,022,0103,0.098,0.224,0.371,0.2,0.3,12.898,16.699,678,0.043,0,0,0,0,0,0,0
1428,180104-022-0103,2018-01-04,022,0103,0.101,0.228,0.368,0.2,0.3,12.697,16.897,678,0.041,0,0,0,0,0,0,0
1429,180104-022-0103,2018-01-04,022,0103,0.088,0.226,0.373,0.2,0.3,12.898,16.699,678,0.042,0,0,0,0,0,0,0
1430,180104-022-0103,2018-01-04,022,0103,0.112,0.222,0.365,0.2,0.3,12.903,16.399,678,0.041,0,0,0,0,0,0,0
1431,180104-022-0103,2018-01-04,022,0103,0.094,0.226,0.373,0.2,0.3,12.715,16.89,678,0.041,0,0,0,0,0,0,0
1432,180104-022-0103,2018-01-04,022,0103,0.102,0.23,0.376,0.2,0.3,12.697,16.897,678,0.041,0,0,0,0,0,0,0
1433,180104-022-0103,2018-01-04,022,0103,0.1,0.228,0.368,0.2,0.3,12.899,16.742,677,0.041,0,0,0,0,0,0,0
1434,180104-022-0103,2018-01-04,022,0103,0.083,0.218,0.363,0.2,0.3,12.907,16.399,680,0.043,0,0,0,0,0,0,0
1435,180104-022-0103,2018-01-04,022,0103,0.106,0.222,0.37,0.2,0.3,12.876,16.498,678,0.043,0,0,0,0,0,0,0
1436,180104-022-0103,2018-01-04,022,0103,0.108,0.222,0.368,0.2,0.3,12.871,16.59,679,0.041,0,0,0,0,0,0,0
1437,180104-022-0103,2018-01-04,022,0103,0.099,0.224,0.368,0.2,0.3,12.871,16.59,678,0.043,0,0,0,0,0,0,0
1438,180104-022-0103,2018-01-04,022,0103,0.094,0.227,0.376,0.2,0.3,12.899,16.793,678,0.041,0,0,0,0,0,0,0
1439,180104-022-0103,2018-01-04,022,0103,0.092,0.224,0.368,0.2,0.3,12.839,16.697,678,0.042,0,0,0,0,0,0,0
1440,180104-022-0103,2018-01-04,022,0103,0.088,0.228,0.373,0.2,0.3,12.797,16.873,678,0.042,0,0,0,0,0,0,0
1441,180104-022-0103,2018-01-04,022,0103,0.086,0.228,0.371,0.2,0.3,12.899,16.793,678,0.039,0,0,0,0,0,0,0
1442,180104-022-0103,2018-01-04,022,0103,0.096,0.226,0.368,0.2,0.3,12.439,16.884,678,0.043,0,0,0,0,0,0,0
1443,180104-022-0103,2018-01-04,022,0103,0.094,0.224,0.371,0.2,0.3,12.876,16.498,679,0.041,0,0,0,0,0,0,0
1444,180104-022-0103,2018-01-04,022,0103,0.09,0.23,0.371,0.2,0.3,12.565,16.899,677,0.041,0,0,0,0,0,0,0
1445,180104-022-0103,2018-01-04,022,0103,0.104,0.224,0.365,0.2,0.3,12.901,16.399,679,0.041,0,0,0,0,0,0,0
1446,180104-022-0103,2018-01-04,022,0103,0.112,0.224,0.368,0.2,0.3,12.838,16.399,679,0.042,0,0,0,0,0,0,0
1447,180104-022-0103,2018-01-04,022,0103,0.09,0.226,0.373,0.2,0.3,12.715,16.89,679,0.041,0,0,0,0,0,0,0
1448,180104-022-0103,2018-01-04,022,0103,0.09,0.226,0.373,0.2,0.3,12.506,16.899,677,0.043,0,0,0,0,0,0,0
1449,180104-022-0103,2018-01-04,022,0103,0.086,0.224,0.368,0.2,0.3,12.816,16.69,679,0.041,0,0,0,0,0,0,0
1450,180104-022-0103,2018-01-04,022,0103,0.098,0.228,0.368,0.2,0.3,12.81,16.627,678,0.043,0,0,0,0,0,0,0
1451,180104-022-0103,2018-01-04,022,0103,0.102,0.224,0.368,0.2,0.3,12.899,16.793,678,0.041,0,0,0,0,0,0,0
1452,180104-022-0103,2018-01-04,022,0103,0.088,0.228,0.368,0.2,0.3,12.839,16.697,677,0.043,0,0,0,0,0,0,0
1453,180104-022-0103,2018-01-04,022,0103,0.096,0.227,0.373,0.2,0.3,12.595,16.892,678,0.041,0,0,0,0,0,0,0
1454,180104-022-0103,2018-01-04,022,0103,0.104,0.222,0.365,0.2,0.3,12.902,16.399,679,0.041,0,0,0,0,0,0,0
1455,180104-022-0103,2018-01-04,022,0103,0.106,0.22,0.368,0.2,0.3,12.959,16.399,680,0.043,0,0,0,0,0,0,0
1456,180104-022-0103,2018-01-04,022,0103,0.1,0.226,0.373,0.2,0.3,12.506,16.899,678,0.039,0,0,0,0,0,0,0
1457,180104-022-0103,2018-01-04,022,0103,0.088,0.226,0.371,0.2,0.3,12.595,16.892,678,0.04,0,0,0,0,0,0,0
1458,180104-022-0103,2018-01-04,022,0103,0.088,0.228,0.373,0.2,0.3,12.439,16.884,678,0.041,0,0,0,0,0,0,0
1459,180104-022-0103,2018-01-04,022,0103,0.114,0.22,0.363,0.2,0.3,12.907,16.399,679,0.041,0,0,0,0,0,0,0
1460,180104-022-0103,2018-01-04,022,0103,0.108,0.226,0.368,0.2,0.3,12.816,16.69,678,0.04,0,0,0,0,0,0,0
1461,180104-022-0103,2018-01-04,022,0103,0.102,0.236,0.373,0.2,0.3,12.899,16.742,677,0.043,0,0,0,0,0,0,0
1462,180104-022-0103,2018-01-04,022,0103,0.114,0.22,0.373,0.2,0.3,12.804,16.399,679,0.041,0,0,0,0,0,0,0
1463,180104-022-0104,2018-01-04,022,0104,0.093,0.23,0.376,0.2,0.3,10.407,17.404,677,0.041,2,0,0,0,0,0,0
1464,180104-022-0104,2018-01-04,022,0104,0.09,0.228,0.376,0.2,0.3,10.302,17.11,678,0.042,2,0,0,0,0,0,0
1465,180104-022-0104,2018-01-04,022,0104,0.092,0.226,0.371,0.2,0.3,10.398,17.098,677,0.044,2,0,0,0,0,0,0
1466,180104-022-0104,2018-01-04,022,0104,0.09,0.228,0.373,0.2,0.3,10.367,17.407,678,0.041,2,0,0,0,0,0,0
1467,180104-022-0104,2018-01-04,022,0104,0.094,0.23,0.379,0.2,0.3,10.292,17.402,677,0.042,2,0,0,0,0,0,0
1468,180104-022-0104,2018-01-04,022,0104,0.09,0.23,0.376,0.2,0.3,10.659,17.399,678,0.043,2,0,0,0,0,0,0
1469,180104-022-0104,2018-01-04,022,0104,0.09,0.23,0.371,0.2,0.3,10.403,17.402,677,0.043,2,0,0,0,0,0,0
1470,180104-022-0104,2018-01-04,022,0104,0.09,0.224,0.368,0.2,0.3,10.146,17.401,678,0.041,2,0,0,0,0,0,0
1471,180104-022-0104,2018-01-04,022,0104,0.091,0.229,0.371,0.2,0.3,10.068,17.401,678,0.041,2,0,0,0,0,0,0
1472,180104-022-0104,2018-01-04,022,0104,0.094,0.232,0.368,0.2,0.3,10.303,17.172,678,0.041,2,0,0,0,0,0,0
1473,180104-022-0104,2018-01-04,022,0104,0.093,0.23,0.373,0.2,0.3,10.365,17.243,678,0.039,2,0,0,0,0,0,0
1474,180104-022-0104,2018-01-04,022,0104,0.094,0.23,0.373,0.2,0.3,10.428,17.093,678,0.041,2,0,0,0,0,0,0
1475,180104-022-0104,2018-01-04,022,0104,0.092,0.228,0.371,0.2,0.3,10.352,17.055,678,0.043,2,0,0,0,0,0,0
1476,180104-022-0104,2018-01-04,022,0104,0.094,0.23,0.373,0.2,0.3,10.367,17.407,678,0.041,2,0,0,0,0,0,0
1477,180104-022-0104,2018-01-04,022,0104,0.093,0.23,0.371,0.2,0.3,10.459,17.416,677,0.041,2,0,0,0,0,0,0
1478,180104-022-0104,2018-01-04,022,0104,0.098,0.23,0.373,0.2,0.3,10.506,17.401,677,0.045,2,0,0,0,0,0,0
1479,180104-022-0104,2018-01-04,022,0104,0.09,0.23,0.379,0.2,0.3,10.502,17.401,677,0.041,2,0,0,0,0,0,0
1480,180104-022-0104,2018-01-04,022,0104,0.088,0.224,0.376,0.2,0.3,10.512,17.438,678,0.041,2,0,0,0,0,0,0
1481,180104-022-0104,2018-01-04,022,0104,0.094,0.226,0.371,0.2,0.3,10.412,17.401,678,0.041,2,0,0,0,0,0,0
1482,180104-022-0104,2018-01-04,022,0104,0.088,0.221,0.373,0.2,0.3,10.349,17.003,678,0.041,2,0,0,0,0,0,0
1483,180104-022-0104,2018-01-04,022,0104,0.088,0.226,0.373,0.2,0.3,10.146,17.401,677,0.043,2,0,0,0,0,0,0
1484,180104-022-0104,2018-01-04,022,0104,0.094,0.226,0.373,0.2,0.3,10.367,17.407,678,0.043,2,0,0,0,0,0,0
1485,180104-022-0104,2018-01-04,022,0104,0.09,0.23,0.373,0.2,0.3,10.412,17.401,678,0.043,2,0,0,0,0,0,0
1486,180104-022-0104,2018-01-04,022,0104,0.088,0.224,0.373,0.2,0.3,10.309,17.202,678,0.046,2,0,0,0,0,0,0
1487,180104-022-0104,2018-01-04,022,0104,0.088,0.23,0.365,0.2,0.3,10.545,17.428,678,0.042,2,0,0,0,0,0,0
1488,180104-022-0104,2018-01-04,022,0104,0.091,0.226,0.373,0.2,0.3,10.354,17.301,678,0.041,2,0,0,0,0,0,0
1489,180104-022-0104,2018-01-04,022,0104,0.094,0.232,0.373,0.2,0.3,10.302,17.11,678,0.04,2,0,0,0,0,0,0
1490,180104-022-0104,2018-01-04,022,0104,0.093,0.226,0.373,0.2,0.3,10.486,17.401,678,0.041,2,0,0,0,0,0,0
1491,180104-022-0104,2018-01-04,022,0104,0.088,0.227,0.373,0.2,0.3,10.367,17.401,678,0.041,2,0,0,0,0,0,0
1492,180104-022-0104,2018-01-04,022,0104,0.094,0.23,0.373,0.2,0.3,10.593,17.405,678,0.041,2,0,0,0,0,0,0
1493,180104-022-0104,2018-01-04,022,0104,0.09,0.224,0.371,0.2,0.3,10.58,17.415,677,0.045,2,0,0,0,0,0,0
1494,180104-022-0104,2018-01-04,022,0104,0.086,0.226,0.368,0.2,0.3,10.545,17.428,677,0.041,2,0,0,0,0,0,0
1495,180104-022-0104,2018-01-04,022,0104,0.091,0.228,0.376,0.2,0.3,10.545,17.428,678,0.044,2,0,0,0,0,0,0
1496,180104-022-0104,2018-01-04,022,0104,0.094,0.226,0.373,0.2,0.3,10.354,17.301,677,0.043,2,0,0,0,0,0,0
1497,180104-022-0104,2018-01-04,022,0104,0.094,0.226,0.368,0.2,0.3,10.802,17.399,678,0.043,2,0,0,0,0,0,0
1498,180104-022-0104,2018-01-04,022,0104,0.09,0.224,0.368,0.2,0.3,10.81,17.399,679,0.043,2,0,0,0,0,0,0
1499,180104-022-0104,2018-01-04,022,0104,0.108,0.224,0.373,0.2,0.3,10.859,17.399,678,0.041,2,0,0,0,0,0,0
1500,180104-022-0104,2018-01-04,022,0104,0.09,0.228,0.373,0.2,0.3,10.497,17.401,678,0.042,2,0,0,0,0,0,0
1501,180104-022-0104,2018-01-04,022,0104,0.092,0.23,0.376,0.2,0.3,10.315,17.085,677,0.041,2,0,0,0,0,0,0
1502,180104-022-0104,2018-01-04,022,0104,0.092,0.228,0.376,0.2,0.3,10.349,17.003,677,0.041,2,0,0,0,0,0,0
1503,180104-022-0104,2018-01-04,022,0104,0.112,0.224,0.373,0.2,0.3,10.707,17.399,678,0.045,2,0,0,0,0,0,0
1504,180104-022-0104,2018-01-04,022,0104,0.094,0.227,0.371,0.2,0.3,10.386,17.007,678,0.042,2,0,0,0,0,0,0
1505,180104-022-0104,2018-01-04,022,0104,0.086,0.22,0.368,0.2,0.3,10.339,17.403,678,0.041,2,0,0,0,0,0,0
1506,180104-022-0104,2018-01-04,022,0104,0.094,0.23,0.373,0.2,0.3,10.074,17.401,678,0.041,2,0,0,0,0,0,0
1507,180104-022-0104,2018-01-04,022,0104,0.092,0.23,0.37,0.2,0.3,10.407,17.404,678,0.041,2,0,0,0,0,0,0
1508,180104-022-0104,2018-01-04,022,0104,0.088,0.228,0.376,0.2,0.3,10.35,17.103,677,0.041,2,0,0,0,0,0,0
1509,180104-022-0104,2018-01-04,022,0104,0.091,0.227,0.37,0.2,0.3,10.303,17.172,678,0.041,2,0,0,0,0,0,0
1510,180104-022-0104,2018-01-04,022,0104,0.093,0.226,0.368,0.2,0.3,10.543,17.402,678,0.045,2,0,0,0,0,0,0
1511,180104-022-0104,2018-01-04,022,0104,0.088,0.222,0.368,0.2,0.3,10.81,17.399,679,0.043,2,0,0,0,0,0,0
1512,180104-022-0104,2018-01-04,022,0104,0.092,0.227,0.371,0.2,0.3,10.354,17.301,677,0.041,2,0,0,0,0,0,0
1513,180104-022-0105,2018-01-04,022,0105,0.094,0.228,0.376,0.2,0.3,10.816,16.501,678,0.041,0,0,0,0,0,0,0
1514,180104-022-0105,2018-01-04,022,0105,0.094,0.227,0.373,0.2,0.3,10.757,16.757,678,0.043,0,0,0,0,0,0,0
1515,180104-022-0105,2018-01-04,022,0105,0.092,0.23,0.381,0.2,0.3,11.102,16.401,677,0.041,0,0,0,0,0,0,0
1516,180104-022-0105,2018-01-04,022,0105,0.091,0.234,0.373,0.2,0.3,10.895,16.402,678,0.041,0,0,0,0,0,0,0
1517,180104-022-0105,2018-01-04,022,0105,0.092,0.23,0.373,0.2,0.3,10.506,16.704,678,0.041,0,0,0,0,0,0,0
1518,180104-022-0105,2018-01-04,022,0105,0.096,0.226,0.376,0.2,0.3,10.725,16.58,678,0.041,0,0,0,0,0,0,0
1519,180104-022-0105,2018-01-04,022,0105,0.092,0.23,0.368,0.2,0.3,10.816,16.501,677,0.041,0,0,0,0,0,0,0
1520,180104-022-0105,2018-01-04,022,0105,0.093,0.228,0.37,0.2,0.3,10.862,16.403,678,0.043,0,0,0,0,0,0,0
1521,180104-022-0105,2018-01-04,022,0105,0.094,0.23,0.379,0.2,0.3,11.195,16.401,678,0.041,0,0,0,0,0,0,0
1522,180104-022-0105,2018-01-04,022,0105,0.093,0.23,0.379,0.2,0.3,10.499,16.798,678,0.041,0,0,0,0,0,0,0
1523,180104-022-0105,2018-01-04,022,0105,0.094,0.227,0.373,0.2,0.3,10.772,16.502,678,0.041,0,0,0,0,0,0,0
1524,180104-022-0105,2018-01-04,022,0105,0.093,0.232,0.376,0.2,0.3,11.195,16.401,677,0.043,0,0,0,0,0,0,0
1525,180104-022-0105,2018-01-04,022,0105,0.09,0.226,0.376,0.2,0.3,11.102,16.401,678,0.041,0,0,0,0,0,0,0
1526,180104-022-0105,2018-01-04,022,0105,0.092,0.23,0.376,0.2,0.3,11.195,16.401,678,0.041,0,0,0,0,0,0,0
1527,180104-022-0105,2018-01-04,022,0105,0.09,0.232,0.376,0.2,0.3,10.478,16.799,678,0.041,0,0,0,0,0,0,0
1528,180104-022-0105,2018-01-04,022,0105,0.096,0.226,0.376,0.2,0.3,10.725,16.58,678,0.041,0,0,0,0,0,0,0
1529,180104-022-0105,2018-01-04,022,0105,0.092,0.234,0.368,0.2,0.3,10.506,16.704,679,0.041,0,0,0,0,0,0,0
1530,180104-022-0105,2018-01-04,022,0105,0.092,0.226,0.373,0.2,0.3,10.788,16.568,677,0.045,0,0,0,0,0,0,0
1531,180104-022-0105,2018-01-04,022,0105,0.09,0.224,0.373,0.2,0.3,10.613,16.799,678,0.039,0,0,0,0,0,0,0
1532,180104-022-0105,2018-01-04,022,0105,0.093,0.232,0.373,0.2,0.3,10.832,16.501,678,0.041,0,0,0,0,0,0,0
1533,180104-022-0105,2018-01-04,022,0105,0.092,0.23,0.381,0.2,0.3,10.761,16.539,678,0.042,0,0,0,0,0,0,0
1534,180104-022-0105,2018-01-04,022,0105,0.094,0.23,0.379,0.2,0.3,10.832,16.501,678,0.043,0,0,0,0,0,0,0
1535,180104-022-0105,2018-01-04,022,0105,0.096,0.23,0.376,0.2,0.3,10.72,16.578,678,0.041,0,0,0,0,0,0,0
1536,180104-022-0105,2018-01-04,022,0105,0.094,0.226,0.379,0.2,0.3,10.709,16.506,677,0.04,0,0,0,0,0,0,0
1537,180104-022-0105,2018-01-04,022,0105,0.092,0.232,0.368,0.2,0.3,11.102,16.401,678,0.041,0,0,0,0,0,0,0
1538,180104-022-0105,2018-01-04,022,0105,0.093,0.228,0.376,0.2,0.3,10.72,16.578,678,0.042,0,0,0,0,0,0,0
1539,180104-022-0105,2018-01-04,022,0105,0.092,0.224,0.373,0.2,0.3,10.695,16.798,678,0.041,0,0,0,0,0,0,0
1540,180104-022-0105,2018-01-04,022,0105,0.1,0.236,0.376,0.2,0.3,11.095,16.401,678,0.042,0,0,0,0,0,0,0
1541,180104-022-0105,2018-01-04,022,0105,0.093,0.222,0.376,0.2,0.3,11.128,16.401,678,0.042,0,0,0,0,0,0,0
1542,180104-022-0105,2018-01-04,022,0105,0.09,0.232,0.368,0.2,0.3,10.709,16.506,677,0.042,0,0,0,0,0,0,0
1543,180104-022-0105,2018-01-04,022,0105,0.096,0.229,0.373,0.2,0.3,10.72,16.578,678,0.041,0,0,0,0,0,0,0
1544,180104-022-0105,2018-01-04,022,0105,0.094,0.226,0.371,0.2,0.3,10.72,16.578,678,0.041,0,0,0,0,0,0,0
1545,180104-022-0105,2018-01-04,022,0105,0.09,0.232,0.371,0.2,0.3,11.172,16.401,677,0.044,0,0,0,0,0,0,0
1546,180104-022-0105,2018-01-04,022,0105,0.094,0.228,0.379,0.2,0.3,10.957,16.401,678,0.041,0,0,0,0,0,0,0
