,LOT,Date,Equipment,Die_Number,Injection_Velocity_1,Injection_Velocity_2,Injection_Velocity_3,Spray_Time_1,Spray_Time_2,Humidity,Temperature,Casting_Pressure,Pressure_Increase_Time,Short_Shot,Ejection_Pin_Burr,Soldering,Shrinkage,Stain,Corepin_Soldering,Crack
3464,180223-021-0103,2018-02-23,021,0103,0.184,0.29,0.332,0.2,0.3,22.41,14.698,682,0.041,34,0,0,0,0,0,0
3465,180223-021-0103,2018-02-23,021,0103,0.182,0.294,0.332,0.2,0.3,21.607,14.802,679,0.041,34,0,0,0,0,0,0
3466,180223-021-0103,2018-02-23,021,0103,0.182,0.282,0.341,0.2,0.3,27.087,15.033,679,0.04,34,0,0,0,0,0,0
3467,180223-021-0103,2018-02-23,021,0103,0.176,0.278,0.334,0.2,0.3,29.24,14.897,680,0.041,34,0,0,0,0,0,0
3468,180223-021-0103,2018-02-23,021,0103,0.174,0.298,0.328,0.2,0.3,22.186,14.733,680,0.041,34,0,0,0,0,0,0
3469,180223-021-0103,2018-02-23,021,0103,0.186,0.284,0.339,0.2,0.3,22.913,14.998,680,0.04,34,0,0,0,0,0,0
3470,180223-021-0103,2018-02-23,021,0103,0.176,0.286,0.336,0.2,0.3,21.533,14.827,678,0.041,34,0,0,0,0,0,0
3471,180223-021-0103,2018-02-23,021,0103,0.202,0.286,0.333,0.2,0.3,22.197,14.727,682,0.039,34,0,0,0,0,0,0
3472,180223-021-0103,2018-02-23,021,0103,0.178,0.284,0.331,0.2,0.3,21.602,14.899,681,0.039,34,0,0,0,0,0,0
3473,180223-021-0103,2018-02-23,021,0103,0.186,0.292,0.328,0.2,0.3,22.199,14.696,681,0.041,34,0,0,0,0,0,0
3474,180223-021-0103,2018-02-23,021,0103,0.174,0.302,0.326,0.2,0.3,23.078,14.602,681,0.041,34,0,0,0,0,0,0
3475,180223-021-0103,2018-02-23,021,0103,0.178,0.286,0.332,0.2,0.3,21.603,14.85,679,0.041,34,0,0,0,0,0,0
3476,180223-021-0103,2018-02-23,021,0103,0.178,0.284,0.336,0.2,0.3,21.728,14.902,680,0.041,34,0,0,0,0,0,0
3477,180223-021-0103,2018-02-23,021,0103,0.18,0.28,0.339,0.2,0.3,21.82,14.686,681,0.04,34,0,0,0,0,0,0
3478,180223-021-0103,2018-02-23,021,0103,0.174,0.29,0.33,0.2,0.3,29.499,14.693,680,0.042,34,0,0,0,0,0,0
3479,180223-021-0103,2018-02-23,021,0103,0.179,0.284,0.332,0.2,0.3,21.697,14.838,680,0.04,34,0,0,0,0,0,0
3480,180223-021-0103,2018-02-23,021,0103,0.182,0.288,0.332,0.2,0.3,22.72,14.798,681,0.039,34,0,0,0,0,0,0
3481,180223-021-0103,2018-02-23,021,0103,0.179,0.292,0.336,0.2,0.3,23.537,14.93,679,0.039,34,0,0,0,0,0,0
3482,180223-021-0103,2018-02-23,021,0103,0.185,0.282,0.336,0.2,0.3,21.566,14.858,679,0.042,34,0,0,0,0,0,0
3483,180223-021-0103,2018-02-23,021,0103,0.182,0.282,0.339,0.2,0.3,23.185,14.601,679,0.037,34,0,0,0,0,0,0
3484,180223-021-0103,2018-02-23,021,0103,0.179,0.29,0.333,0.2,0.3,21.381,14.886,678,0.038,34,0,0,0,0,0,0
3485,180223-021-0103,2018-02-23,021,0103,0.174,0.278,0.333,0.2,0.3,28.834,14.929,679,0.039,34,0,0,0,0,0,0
3486,180223-021-0103,2018-02-23,021,0103,0.178,0.286,0.33,0.2,0.3,21.212,14.902,678,0.042,34,0,0,0,0,0,0
3487,180223-021-0103,2018-02-23,021,0103,0.179,0.284,0.333,0.2,0.3,21.572,14.957,679,0.037,34,0,0,0,0,0,0
3488,180223-021-0103,2018-02-23,021,0103,0.178,0.282,0.332,0.2,0.3,26.752,14.693,679,0.039,34,0,0,0,0,0,0
3489,180223-021-0103,2018-02-23,021,0103,0.186,0.282,0.339,0.2,0.3,21.572,14.957,681,0.039,34,0,0,0,0,0,0
3490,180223-021-0103,2018-02-23,021,0103,0.186,0.28,0.332,0.2,0.3,26.817,14.697,680,0.039,34,0,0,0,0,0,0
3491,180223-021-0103,2018-02-23,021,0103,0.18,0.296,0.33,0.2,0.3,21.328,14.906,678,0.04,34,0,0,0,0,0,0
3492,180223-021-0103,2018-02-23,021,0103,0.173,0.286,0.328,0.2,0.3,29.491,14.791,679,0.04,34,0,0,0,0,0,0
3493,180223-021-0103,2018-02-23,021,0103,0.187,0.284,0.33,0.2,0.3,21.769,14.901,680,0.041,34,0,0,0,0,0,0
3494,180223-021-0103,2018-02-23,021,0103,0.184,0.28,0.336,0.2,0.3,26.679,14.657,680,0.04,34,0,0,0,0,0,0
3495,180223-021-0103,2018-02-23,021,0103,0.182,0.292,0.33,0.2,0.3,21.49,14.943,678,0.041,34,0,0,0,0,0,0
3496,180223-021-0103,2018-02-23,021,0103,0.176,0.284,0.332,0.2,0.3,26.679,14.657,680,0.039,34,0,0,0,0,0,0
3497,180223-021-0103,2018-02-23,021,0103,0.187,0.286,0.332,0.2,0.3,22.394,14.998,678,0.039,34,0,0,0,0,0,0
3498,180223-021-0103,2018-02-23,021,0103,0.182,0.286,0.339,0.2,0.3,21.967,14.681,681,0.041,34,0,0,0,0,0,0
3499,180223-021-0103,2018-02-23,021,0103,0.188,0.294,0.328,0.2,0.3,22.41,14.698,682,0.04,34,0,0,0,0,0,0
3500,180223-021-0103,2018-02-23,021,0103,0.182,0.29,0.336,0.2,0.3,22.733,15.015,680,0.038,34,0,0,0,0,0,0
3501,180223-021-0103,2018-02-23,021,0103,0.187,0.282,0.339,0.2,0.3,22.733,15.015,679,0.037,34,0,0,0,0,0,0
3502,180223-021-0103,2018-02-23,021,0103,0.182,0.282,0.332,0.2,0.3,29.491,14.791,679,0.038,34,0,0,0,0,0,0
3503,180223-021-0103,2018-02-23,021,0103,0.176,0.28,0.333,0.2,0.3,29.24,14.897,680,0.043,34,0,0,0,0,0,0
3504,180223-021-0103,2018-02-23,021,0103,0.186,0.288,0.336,0.2,0.3,21.603,14.85,680,0.041,34,0,0,0,0,0,0
3505,180223-021-0103,2018-02-23,021,0103,0.182,0.286,0.332,0.2,0.3,26.821,14.859,681,0.041,34,0,0,0,0,0,0
3506,180223-021-0103,2018-02-23,021,0103,0.181,0.3,0.328,0.2,0.3,22.773,14.962,678,0.041,34,0,0,0,0,0,0
3507,180223-021-0103,2018-02-23,021,0103,0.18,0.292,0.332,0.2,0.3,23.404,15.012,679,0.037,34,0,0,0,0,0,0
3508,180223-021-0103,2018-02-23,021,0103,0.176,0.29,0.336,0.2,0.3,23.199,14.601,680,0.042,34,0,0,0,0,0,0
3509,180223-021-0103,2018-02-23,021,0103,0.18,0.302,0.33,0.2,0.3,23.726,14.905,679,0.042,34,0,0,0,0,0,0
3510,180223-021-0103,2018-02-23,021,0103,0.186,0.282,0.333,0.2,0.3,26.888,14.699,680,0.041,34,0,0,0,0,0,0
3511,180223-021-0103,2018-02-23,021,0103,0.178,0.282,0.33,0.2,0.3,28.834,14.929,680,0.043,34,0,0,0,0,0,0
3512,180223-021-0103,2018-02-23,021,0103,0.182,0.282,0.333,0.2,0.3,27.214,14.857,679,0.037,34,0,0,0,0,0,0
3513,180223-022-0101,2018-02-23,022,0101,0.178,0.28,0.332,0.2,0.3,44.89,11.404,679,0.041,3,0,0,0,0,0,0
3514,180223-022-0101,2018-02-23,022,0101,0.2,0.284,0.33,0.2,0.3,41.992,11.407,679,0.04,3,0,0,0,0,0,0
3515,180223-022-0101,2018-02-23,022,0101,0.18,0.278,0.334,0.2,0.3,43.873,11.702,681,0.041,3,0,0,0,0,0,0
3516,180223-022-0101,2018-02-23,022,0101,0.184,0.28,0.336,0.2,0.3,40.591,12.498,680,0.041,3,0,0,0,0,0,0
3517,180223-022-0101,2018-02-23,022,0101,0.186,0.28,0.332,0.2,0.3,43.873,11.702,681,0.043,3,0,0,0,0,0,0
3518,180223-022-0101,2018-02-23,022,0101,0.18,0.28,0.332,0.2,0.3,42.759,11.999,680,0.039,3,0,0,0,0,0,0
3519,180223-022-0101,2018-02-23,022,0101,0.19,0.284,0.328,0.2,0.3,44.386,11.496,681,0.039,3,0,0,0,0,0,0
3520,180223-022-0101,2018-02-23,022,0101,0.184,0.284,0.328,0.2,0.3,43.587,11.235,679,0.04,3,0,0,0,0,0,0
3521,180223-022-0101,2018-02-23,022,0101,0.19,0.284,0.33,0.2,0.3,43.354,11.301,679,0.039,3,0,0,0,0,0,0
3522,180223-022-0101,2018-02-23,022,0101,0.182,0.278,0.333,0.2,0.3,41.393,12.291,680,0.038,3,0,0,0,0,0,0
3523,180223-022-0101,2018-02-23,022,0101,0.194,0.284,0.33,0.2,0.3,42.394,11.307,680,0.037,3,0,0,0,0,0,0
3524,180223-022-0101,2018-02-23,022,0101,0.182,0.284,0.332,0.2,0.3,44.386,11.496,681,0.038,3,0,0,0,0,0,0
3525,180223-022-0101,2018-02-23,022,0101,0.184,0.286,0.332,0.2,0.3,43.587,11.235,680,0.04,3,0,0,0,0,0,0
3526,180223-022-0101,2018-02-23,022,0101,0.182,0.28,0.333,0.2,0.3,43.587,11.235,680,0.04,3,0,0,0,0,0,0
3527,180223-022-0101,2018-02-23,022,0101,0.186,0.284,0.33,0.2,0.3,44.696,11.299,679,0.04,3,0,0,0,0,0,0
3528,180223-022-0101,2018-02-23,022,0101,0.178,0.276,0.333,0.2,0.3,41.332,12.397,680,0.039,3,0,0,0,0,0,0
3529,180223-022-0101,2018-02-23,022,0101,0.192,0.284,0.33,0.2,0.3,44.861,11.299,679,0.037,3,0,0,0,0,0,0
3530,180223-022-0101,2018-02-23,022,0101,0.185,0.282,0.33,0.2,0.3,43.853,11.716,681,0.041,3,0,0,0,0,0,0
3531,180223-022-0101,2018-02-23,022,0101,0.182,0.276,0.333,0.2,0.3,41.507,12.298,680,0.037,3,0,0,0,0,0,0
3532,180223-022-0101,2018-02-23,022,0101,0.178,0.284,0.33,0.2,0.3,44.356,11.699,680,0.039,3,0,0,0,0,0,0
3533,180223-022-0101,2018-02-23,022,0101,0.184,0.276,0.333,0.2,0.3,40.385,12.492,680,0.039,3,0,0,0,0,0,0
3534,180223-022-0101,2018-02-23,022,0101,0.184,0.284,0.333,0.2,0.3,44.356,11.699,679,0.04,3,0,0,0,0,0,0
3535,180223-022-0101,2018-02-23,022,0101,0.178,0.28,0.333,0.2,0.3,44.008,11.704,680,0.037,3,0,0,0,0,0,0
3536,180223-022-0101,2018-02-23,022,0101,0.18,0.284,0.336,0.2,0.3,44.696,11.299,679,0.04,3,0,0,0,0,0,0
3537,180223-022-0101,2018-02-23,022,0101,0.182,0.282,0.333,0.2,0.3,42.182,12.099,681,0.041,3,0,0,0,0,0,0
3538,180223-022-0101,2018-02-23,022,0101,0.186,0.286,0.33,0.2,0.3,44.89,11.404,680,0.037,3,0,0,0,0,0,0
3539,180223-022-0101,2018-02-23,022,0101,0.182,0.276,0.333,0.2,0.3,41.507,12.298,680,0.037,3,0,0,0,0,0,0
3540,180223-022-0101,2018-02-23,022,0101,0.194,0.286,0.33,0.2,0.3,44.54,11.588,679,0.038,3,0,0,0,0,0,0
3541,180223-022-0101,2018-02-23,022,0101,0.184,0.282,0.333,0.2,0.3,44.861,11.299,679,0.043,3,0,0,0,0,0,0
3542,180223-022-0101,2018-02-23,022,0101,0.182,0.284,0.332,0.2,0.3,42.78,11.999,680,0.041,3,0,0,0,0,0,0
3543,180223-022-0101,2018-02-23,022,0101,0.196,0.284,0.333,0.2,0.3,44.698,11.299,680,0.039,3,0,0,0,0,0,0
3544,180223-022-0101,2018-02-23,022,0101,0.184,0.282,0.333,0.2,0.3,42.694,11.999,681,0.039,3,0,0,0,0,0,0
3545,180223-022-0101,2018-02-23,022,0101,0.19,0.282,0.333,0.2,0.3,44.008,11.704,681,0.038,3,0,0,0,0,0,0
3546,180223-022-0101,2018-02-23,022,0101,0.186,0.29,0.332,0.2,0.3,42.844,11.302,679,0.04,3,0,0,0,0,0,0
3547,180223-022-0101,2018-02-23,022,0101,0.19,0.284,0.33,0.2,0.3,44.804,11.497,681,0.037,3,0,0,0,0,0,0
3548,180223-022-0101,2018-02-23,022,0101,0.178,0.282,0.333,0.2,0.3,42.367,12.098,680,0.039,3,0,0,0,0,0,0
3549,180223-022-0101,2018-02-23,022,0101,0.188,0.282,0.333,0.2,0.3,42.607,11.303,680,0.04,3,0,0,0,0,0,0
3550,180223-022-0101,2018-02-23,022,0101,0.194,0.282,0.333,0.2,0.3,44.82,11.486,681,0.037,3,0,0,0,0,0,0
3551,180223-022-0101,2018-02-23,022,0101,0.179,0.278,0.333,0.2,0.3,42.694,11.983,681,0.041,3,0,0,0,0,0,0
3552,180223-022-0101,2018-02-23,022,0101,0.178,0.278,0.333,0.2,0.3,41.593,12.23,680,0.037,3,0,0,0,0,0,0
3553,180223-022-0101,2018-02-23,022,0101,0.186,0.284,0.334,0.2,0.3,44.778,11.299,680,0.043,3,0,0,0,0,0,0
3554,180223-022-0101,2018-02-23,022,0101,0.186,0.276,0.336,0.2,0.3,40.876,12.478,680,0.041,3,0,0,0,0,0,0
3555,180223-022-0101,2018-02-23,022,0101,0.176,0.276,0.333,0.2,0.3,40.385,12.492,680,0.039,3,0,0,0,0,0,0
3556,180223-022-0101,2018-02-23,022,0101,0.189,0.286,0.33,0.2,0.3,43.656,11.277,680,0.037,3,0,0,0,0,0,0
3557,180223-022-0101,2018-02-23,022,0101,0.184,0.28,0.333,0.2,0.3,42.367,12.098,680,0.038,3,0,0,0,0,0,0
3558,180223-022-0101,2018-02-23,022,0101,0.182,0.28,0.332,0.2,0.3,42.59,12.065,681,0.037,3,0,0,0,0,0,0
3559,180223-022-0101,2018-02-23,022,0101,0.192,0.282,0.328,0.2,0.3,42.714,11.999,681,0.04,3,0,0,0,0,0,0
3560,180223-022-0101,2018-02-23,022,0101,0.186,0.278,0.332,0.2,0.3,42.714,11.999,681,0.039,3,0,0,0,0,0,0
3561,180223-022-0101,2018-02-23,022,0101,0.182,0.276,0.336,0.2,0.3,41.756,12.21,680,0.041,3,0,0,0,0,0,0
3562,180223-022-0101,2018-02-23,022,0101,0.181,0.282,0.33,0.2,0.3,44.551,11.433,683,0.039,3,0,0,0,0,0,0
3563,180223-022-0102,2018-02-23,022,0102,0.18,0.274,0.336,0.2,0.3,32.018,14.599,680,0.039,2,0,0,0,0,0,0
3564,180223-022-0102,2018-02-23,022,0102,0.19,0.284,0.33,0.2,0.3,33.405,14.095,679,0.04,2,0,0,0,0,0,0
3565,180223-022-0102,2018-02-23,022,0102,0.174,0.278,0.339,0.2,0.3,32.917,14.401,678,0.039,2,0,0,0,0,0,0
3566,180223-022-0102,2018-02-23,022,0102,0.178,0.276,0.332,0.2,0.3,33.606,14.198,680,0.04,2,0,0,0,0,0,0
3567,180223-022-0102,2018-02-23,022,0102,0.178,0.278,0.339,0.2,0.3,33.118,14.299,677,0.04,2,0,0,0,0,0,0
3568,180223-022-0102,2018-02-23,022,0102,0.174,0.282,0.336,0.2,0.3,33.384,14.298,678,0.04,2,0,0,0,0,0,0
3569,180223-022-0102,2018-02-23,022,0102,0.188,0.272,0.33,0.2,0.3,33.555,14.196,680,0.041,2,0,0,0,0,0,0
3570,180223-022-0102,2018-02-23,022,0102,0.182,0.288,0.339,0.2,0.3,32.06,14.485,678,0.041,2,0,0,0,0,0,0
3571,180223-022-0102,2018-02-23,022,0102,0.184,0.282,0.333,0.2,0.3,33.118,14.299,678,0.04,2,0,0,0,0,0,0
3572,180223-022-0102,2018-02-23,022,0102,0.174,0.278,0.339,0.2,0.3,32.061,14.494,679,0.037,2,0,0,0,0,0,0
3573,180223-022-0102,2018-02-23,022,0102,0.174,0.28,0.33,0.2,0.3,33.716,14.199,679,0.037,2,0,0,0,0,0,0
3574,180223-022-0102,2018-02-23,022,0102,0.173,0.278,0.339,0.2,0.3,32.511,14.401,678,0.039,2,0,0,0,0,0,0
3575,180223-022-0102,2018-02-23,022,0102,0.174,0.276,0.332,0.2,0.3,30.571,14.502,678,0.039,2,0,0,0,0,0,0
3576,180223-022-0102,2018-02-23,022,0102,0.18,0.278,0.322,0.2,0.3,33.457,13.78,680,0.041,2,0,0,0,0,0,0
3577,180223-022-0102,2018-02-23,022,0102,0.178,0.278,0.336,0.2,0.3,32.181,14.598,679,0.041,2,0,0,0,0,0,0
3578,180223-022-0102,2018-02-23,022,0102,0.17,0.27,0.324,0.2,0.3,33.546,13.705,682,0.041,2,0,0,0,0,0,0
3579,180223-022-0102,2018-02-23,022,0102,0.174,0.27,0.33,0.2,0.3,33.403,13.886,681,0.037,2,0,0,0,0,0,0
3580,180223-022-0102,2018-02-23,022,0102,0.182,0.276,0.332,0.2,0.3,30.375,14.501,679,0.041,2,0,0,0,0,0,0
3581,180223-022-0102,2018-02-23,022,0102,0.172,0.284,0.328,0.2,0.3,30.523,14.501,679,0.038,2,0,0,0,0,0,0
3582,180223-022-0102,2018-02-23,022,0102,0.18,0.28,0.333,0.2,0.3,32.511,14.401,678,0.039,2,0,0,0,0,0,0
3583,180223-022-0102,2018-02-23,022,0102,0.174,0.276,0.334,0.2,0.3,30.504,14.501,678,0.04,2,0,0,0,0,0,0
3584,180223-022-0102,2018-02-23,022,0102,0.178,0.276,0.332,0.2,0.3,33.606,14.198,680,0.04,2,0,0,0,0,0,0
3585,180223-022-0102,2018-02-23,022,0102,0.184,0.282,0.336,0.2,0.3,31.926,14.599,679,0.037,2,0,0,0,0,0,0
3586,180223-022-0102,2018-02-23,022,0102,0.176,0.276,0.333,0.2,0.3,30.636,14.501,679,0.04,2,0,0,0,0,0,0
3587,180223-022-0102,2018-02-23,022,0102,0.179,0.276,0.33,0.2,0.3,33.609,14.198,680,0.039,2,0,0,0,0,0,0
3588,180223-022-0102,2018-02-23,022,0102,0.178,0.278,0.332,0.2,0.3,33.717,14.25,679,0.039,2,0,0,0,0,0,0
3589,180223-022-0102,2018-02-23,022,0102,0.184,0.278,0.334,0.2,0.3,32.152,14.529,680,0.039,2,0,0,0,0,0,0
3590,180223-022-0102,2018-02-23,022,0102,0.174,0.274,0.326,0.2,0.3,33.403,13.886,681,0.039,2,0,0,0,0,0,0
3591,180223-022-0102,2018-02-23,022,0102,0.171,0.276,0.333,0.2,0.3,33.628,14.178,680,0.04,2,0,0,0,0,0,0
3592,180223-022-0102,2018-02-23,022,0102,0.182,0.278,0.333,0.2,0.3,32.107,14.591,679,0.04,2,0,0,0,0,0,0
3593,180223-022-0102,2018-02-23,022,0102,0.188,0.28,0.341,0.2,0.3,32.923,14.447,679,0.039,2,0,0,0,0,0,0
3594,180223-022-0102,2018-02-23,022,0102,0.178,0.276,0.341,0.2,0.3,32.674,14.401,678,0.041,2,0,0,0,0,0,0
3595,180223-022-0102,2018-02-23,022,0102,0.176,0.28,0.336,0.2,0.3,32.217,14.497,679,0.039,2,0,0,0,0,0,0
3596,180223-022-0102,2018-02-23,022,0102,0.174,0.28,0.334,0.2,0.3,33.588,14.293,678,0.041,2,0,0,0,0,0,0
3597,180223-022-0102,2018-02-23,022,0102,0.176,0.278,0.336,0.2,0.3,31.981,14.599,680,0.039,2,0,0,0,0,0,0
3598,180223-022-0102,2018-02-23,022,0102,0.188,0.278,0.339,0.2,0.3,32.217,14.497,678,0.042,2,0,0,0,0,0,0
3599,180223-022-0102,2018-02-23,022,0102,0.178,0.278,0.333,0.2,0.3,29.781,14.598,680,0.038,2,0,0,0,0,0,0
3600,180223-022-0102,2018-02-23,022,0102,0.182,0.276,0.333,0.2,0.3,30.571,14.502,678,0.04,2,0,0,0,0,0,0
3601,180223-022-0102,2018-02-23,022,0102,0.178,0.282,0.328,0.2,0.3,30.433,14.574,680,0.041,2,0,0,0,0,0,0
3602,180223-022-0102,2018-02-23,022,0102,0.186,0.276,0.336,0.2,0.3,32.06,14.485,678,0.04,2,0,0,0,0,0,0
3603,180223-022-0102,2018-02-23,022,0102,0.176,0.274,0.339,0.2,0.3,32.965,14.401,678,0.039,2,0,0,0,0,0,0
3604,180223-022-0102,2018-02-23,022,0102,0.18,0.27,0.333,0.2,0.3,30.474,14.501,678,0.041,2,0,0,0,0,0,0
3605,180223-022-0102,2018-02-23,022,0102,0.176,0.276,0.336,0.2,0.3,30.375,14.501,679,0.04,2,0,0,0,0,0,0
3606,180223-022-0102,2018-02-23,022,0102,0.176,0.274,0.332,0.2,0.3,33.555,14.196,680,0.041,2,0,0,0,0,0,0
3607,180223-022-0102,2018-02-23,022,0102,0.172,0.274,0.332,0.2,0.3,33.427,14.178,681,0.039,2,0,0,0,0,0,0
3608,180223-022-0102,2018-02-23,022,0102,0.174,0.276,0.339,0.2,0.3,32.061,14.494,678,0.042,2,0,0,0,0,0,0
3609,180223-022-0102,2018-02-23,022,0102,0.188,0.278,0.339,0.2,0.3,32.217,14.497,678,0.042,2,0,0,0,0,0,0
3610,180223-022-0102,2018-02-23,022,0102,0.178,0.282,0.33,0.2,0.3,30.024,14.596,680,0.042,2,0,0,0,0,0,0
3611,180223-022-0102,2018-02-23,022,0102,0.178,0.276,0.326,0.2,0.3,33.522,13.955,680,0.04,2,0,0,0,0,0,0
3612,180223-022-0102,2018-02-23,022,0102,0.178,0.284,0.332,0.2,0.3,31.462,14.599,680,0.04,2,0,0,0,0,0,0
3613,180223-022-0103,2018-02-23,022,0103,0.19,0.288,0.332,0.2,0.3,26.556,14.702,679,0.038,9,0,0,0,0,0,0
3614,180223-022-0103,2018-02-23,022,0103,0.18,0.292,0.33,0.2,0.3,24.198,14.833,680,0.04,9,0,0,0,0,0,0
3615,180223-022-0103,2018-02-23,022,0103,0.19,0.29,0.341,0.2,0.3,23.95,15.152,680,0.037,9,0,0,0,0,0,0
3616,180223-022-0103,2018-02-23,022,0103,0.188,0.284,0.339,0.2,0.3,25.903,14.759,680,0.041,9,0,0,0,0,0,0
3617,180223-022-0103,2018-02-23,022,0103,0.184,0.306,0.326,0.2,0.3,23.477,14.842,680,0.039,9,0,0,0,0,0,0
3618,180223-022-0103,2018-02-23,022,0103,0.18,0.296,0.326,0.2,0.3,24.13,14.65,681,0.037,9,0,0,0,0,0,0
3619,180223-022-0103,2018-02-23,022,0103,0.186,0.284,0.336,0.2,0.3,27.227,14.603,681,0.04,9,0,0,0,0,0,0
3620,180223-022-0103,2018-02-23,022,0103,0.19,0.298,0.326,0.2,0.3,23.237,15.686,681,0.039,9,0,0,0,0,0,0
3621,180223-022-0103,2018-02-23,022,0103,0.182,0.29,0.332,0.2,0.3,23.998,15.003,678,0.04,9,0,0,0,0,0,0
3622,180223-022-0103,2018-02-23,022,0103,0.181,0.288,0.336,0.2,0.3,27.133,14.612,681,0.038,9,0,0,0,0,0,0
3623,180223-022-0103,2018-02-23,022,0103,0.186,0.292,0.333,0.2,0.3,23.785,14.605,678,0.042,9,0,0,0,0,0,0
3624,180223-022-0103,2018-02-23,022,0103,0.181,0.292,0.333,0.2,0.3,24.665,15.103,678,0.04,9,0,0,0,0,0,0
3625,180223-022-0103,2018-02-23,022,0103,0.189,0.29,0.339,0.2,0.3,24.105,14.993,678,0.04,9,0,0,0,0,0,0
3626,180223-022-0103,2018-02-23,022,0103,0.184,0.3,0.333,0.2,0.3,27.388,14.616,681,0.04,9,0,0,0,0,0,0
3627,180223-022-0103,2018-02-23,022,0103,0.186,0.282,0.336,0.2,0.3,24.209,15.167,679,0.039,9,0,0,0,0,0,0
3628,180223-022-0103,2018-02-23,022,0103,0.189,0.294,0.332,0.2,0.3,23.048,15.783,679,0.041,9,0,0,0,0,0,0
3629,180223-022-0103,2018-02-23,022,0103,0.186,0.29,0.333,0.2,0.3,23.895,15.098,679,0.042,9,0,0,0,0,0,0
3630,180223-022-0103,2018-02-23,022,0103,0.181,0.288,0.333,0.2,0.3,25.723,14.815,679,0.041,9,0,0,0,0,0,0
3631,180223-022-0103,2018-02-23,022,0103,0.178,0.296,0.33,0.2,0.3,23.496,14.893,680,0.038,9,0,0,0,0,0,0
3632,180223-022-0103,2018-02-23,022,0103,0.184,0.288,0.339,0.2,0.3,23.949,15.085,678,0.04,9,0,0,0,0,0,0
3633,180223-022-0103,2018-02-23,022,0103,0.184,0.3,0.326,0.2,0.3,24.13,14.65,679,0.038,9,0,0,0,0,0,0
3634,180223-022-0103,2018-02-23,022,0103,0.182,0.29,0.339,0.2,0.3,23.496,14.893,679,0.037,9,0,0,0,0,0,0
3635,180223-022-0103,2018-02-23,022,0103,0.19,0.288,0.332,0.2,0.3,26.556,14.702,679,0.038,9,0,0,0,0,0,0
3636,180223-022-0103,2018-02-23,022,0103,0.18,0.286,0.333,0.2,0.3,23.22,14.696,680,0.041,9,0,0,0,0,0,0
3637,180223-022-0103,2018-02-23,022,0103,0.184,0.29,0.333,0.2,0.3,26.921,14.701,682,0.041,9,0,0,0,0,0,0
3638,180223-022-0103,2018-02-23,022,0103,0.186,0.296,0.33,0.2,0.3,23.019,15.677,680,0.04,9,0,0,0,0,0,0
3639,180223-022-0103,2018-02-23,022,0103,0.18,0.284,0.339,0.2,0.3,26.341,14.705,681,0.043,9,0,0,0,0,0,0
3640,180223-022-0103,2018-02-23,022,0103,0.188,0.288,0.332,0.2,0.3,25.46,14.897,679,0.039,9,0,0,0,0,0,0
3641,180223-022-0103,2018-02-23,022,0103,0.178,0.286,0.339,0.2,0.3,23.22,14.696,680,0.041,9,0,0,0,0,0,0
3642,180223-022-0103,2018-02-23,022,0103,0.186,0.288,0.336,0.2,0.3,27.227,14.603,681,0.04,9,0,0,0,0,0,0
3643,180223-022-0103,2018-02-23,022,0103,0.182,0.288,0.336,0.2,0.3,25.21,14.917,679,0.041,9,0,0,0,0,0,0
3644,180223-022-0103,2018-02-23,022,0103,0.186,0.284,0.339,0.2,0.3,23.199,14.679,680,0.041,9,0,0,0,0,0,0
3645,180223-022-0103,2018-02-23,022,0103,0.186,0.288,0.332,0.2,0.3,27.133,14.612,682,0.04,9,0,0,0,0,0,0
3646,180223-022-0103,2018-02-23,022,0103,0.182,0.292,0.333,0.2,0.3,23.167,15.61,679,0.042,9,0,0,0,0,0,0
3647,180223-022-0103,2018-02-23,022,0103,0.186,0.296,0.326,0.2,0.3,27.585,14.696,681,0.04,9,0,0,0,0,0,0
3648,180223-022-0103,2018-02-23,022,0103,0.186,0.29,0.33,0.2,0.3,28.039,14.772,680,0.04,9,0,0,0,0,0,0
3649,180223-022-0103,2018-02-23,022,0103,0.186,0.284,0.33,0.2,0.3,25.986,14.707,680,0.038,9,0,0,0,0,0,0
3650,180223-022-0103,2018-02-23,022,0103,0.186,0.298,0.332,0.2,0.3,24.199,14.898,679,0.04,9,0,0,0,0,0,0
3651,180223-022-0103,2018-02-23,022,0103,0.176,0.302,0.326,0.2,0.3,24.022,15.057,681,0.041,9,0,0,0,0,0,0
3652,180223-022-0103,2018-02-23,022,0103,0.181,0.3,0.326,0.2,0.3,27.505,14.681,680,0.043,9,0,0,0,0,0,0
3653,180223-022-0103,2018-02-23,022,0103,0.178,0.296,0.336,0.2,0.3,23.503,15.551,680,0.041,9,0,0,0,0,0,0
3654,180223-022-0103,2018-02-23,022,0103,0.187,0.294,0.33,0.2,0.3,22.938,15.79,680,0.039,9,0,0,0,0,0,0
3655,180223-022-0103,2018-02-23,022,0103,0.188,0.296,0.333,0.2,0.3,24.191,14.736,680,0.04,9,0,0,0,0,0,0
3656,180223-022-0103,2018-02-23,022,0103,0.186,0.29,0.33,0.2,0.3,25.21,14.917,681,0.041,9,0,0,0,0,0,0
3657,180223-022-0103,2018-02-23,022,0103,0.182,0.29,0.336,0.2,0.3,24.012,14.601,680,0.037,9,0,0,0,0,0,0
3658,180223-022-0103,2018-02-23,022,0103,0.196,0.296,0.333,0.2,0.3,24.198,14.833,678,0.041,9,0,0,0,0,0,0
