Unnamed: 0,LOT,Injection_Velocity_1,Injection_Velocity_2,Injection_Velocity_3,Humidity,Temperature,Casting_Pressure,Short_Shot,ERROR
51,180102-021-0102,0.1111111111111112,0.6666666666666666,0.5454545454545454,0.2085769980506871,0.6666666666666627,0.5,0,0
52,180102-021-0102,0.2222222222222224,0.6666666666666666,0.8181818181818182,0.1734892787524403,0.3333333333333372,0.0,0,0
53,180102-021-0102,0.2222222222222224,0.3333333333333333,0.8181818181818182,0.1228070175438639,0.353333333333338,0.5,0,0
54,180102-021-0102,0.3888888888888892,0.3333333333333333,0.5454545454545454,0.4541910331384011,0.3366666666666746,0.5,0,0
55,180102-021-0102,0.2222222222222224,0.6666666666666666,0.5454545454545454,0.2007797270955189,1.0,0.5,0,0
56,180102-021-0102,0.1111111111111112,1.0,0.5454545454545454,1.0,0.0,0.0,0,0
57,180102-021-0102,0.4444444444444448,0.5,1.0,0.9122807017543828,0.0933333333333406,0.5,0,0
58,180102-021-0102,0.3333333333333336,0.6666666666666666,0.0909090909090909,0.1169590643274894,0.3366666666666746,0.5,0,0
59,180102-021-0102,0.0,1.0,0.5454545454545454,0.3313840155945441,1.0,1.0,0,0
60,180102-021-0102,0.5555555555555552,1.0,0.8181818181818182,0.0604288499025385,0.6566666666666624,0.5,0,0
61,180102-021-0102,0.3333333333333336,0.6666666666666666,0.5454545454545454,0.0,0.390000000000002,0.5,0,0
62,180102-021-0102,0.1111111111111112,1.0,0.8181818181818182,0.177387914230021,1.0,0.5,0,0
63,180102-021-0102,1.0,0.3333333333333333,0.8181818181818182,0.0389863547758344,0.6666666666666627,0.5,0,0
64,180102-021-0102,0.6666666666666664,0.6666666666666666,0.2727272727272727,0.1228070175438639,0.353333333333338,0.5,0,0
65,180102-021-0102,0.1111111111111112,0.6666666666666666,0.5454545454545454,0.3313840155945441,1.0,0.5,0,0
66,180102-021-0102,0.5000000000000003,0.6666666666666666,0.0909090909090909,0.5458089668615989,0.0066666666666747,0.5,0,0
67,180102-021-0102,0.3333333333333336,0.6666666666666666,0.0909090909090909,0.0,0.390000000000002,0.5,0,0
68,180102-021-0102,0.4444444444444448,0.3333333333333333,0.0909090909090909,0.1228070175438639,0.926666666666672,0.5,0,0
69,180102-021-0102,0.2222222222222224,0.1666666666666666,0.5454545454545454,0.333333333333338,0.3400000000000002,0.0,0,0
70,180102-021-0102,0.5555555555555552,0.0,0.0909090909090909,0.732943469785575,0.0133333333333377,0.5,0,0
71,180102-021-0102,0.4444444444444448,0.3333333333333333,0.2727272727272727,0.732943469785575,0.0133333333333377,0.0,0,0
72,180102-021-0102,0.3333333333333336,0.6666666666666666,0.2727272727272727,0.2807017543859677,0.3333333333333372,0.5,0,0
73,180102-021-0102,0.3333333333333336,0.3333333333333333,0.5454545454545454,0.2690058479532187,0.3333333333333372,0.5,0,0
74,180102-021-0102,0.5555555555555552,0.5,0.2727272727272727,0.5458089668615989,0.0066666666666747,0.0,0,0
75,180102-021-0102,0.8888888888888888,0.3333333333333333,0.0909090909090909,0.732943469785575,0.0133333333333377,0.0,0,0
76,180102-021-0102,0.1111111111111112,1.0,0.5454545454545454,0.3313840155945441,1.0,0.5,0,0
77,180102-021-0102,0.4444444444444448,0.6666666666666666,0.2727272727272727,0.1130604288499018,0.639999999999999,0.5,0,0
78,180102-021-0102,0.1111111111111112,0.6666666666666666,0.5454545454545454,0.177387914230021,1.0,1.0,0,0
79,180102-021-0102,0.1111111111111112,0.3333333333333333,0.5454545454545454,0.0389863547758344,0.6666666666666627,0.5,0,0
80,180102-021-0102,0.8888888888888888,0.1666666666666666,0.2727272727272727,0.333333333333338,0.3400000000000002,0.0,0,0
81,180102-021-0102,0.1111111111111112,0.6666666666666666,0.2727272727272727,0.2241715399610168,1.0,0.5,0,0
82,180102-021-0102,0.2222222222222224,0.6666666666666666,0.0,0.177387914230021,1.0,0.0,0,0
83,180102-021-0102,0.1111111111111112,0.6666666666666666,0.2727272727272727,0.1208576998050701,0.7233333333333393,0.5,0,0
84,180102-021-0102,0.2222222222222224,0.6666666666666666,0.8181818181818182,0.1208576998050701,0.7233333333333393,0.5,0,0
85,180102-021-0102,1.0,0.3333333333333333,0.0909090909090909,0.1169590643274894,0.3366666666666746,0.5,0,0
86,180102-021-0102,0.3888888888888892,0.6666666666666666,0.5454545454545454,0.0682261208576998,0.6599999999999998,0.0,0,0
87,180102-021-0102,0.1111111111111112,1.0,0.5454545454545454,0.9122807017543828,0.0933333333333406,0.5,0,0
88,180102-021-0102,0.5555555555555552,0.0,1.0,0.0682261208576998,0.6599999999999998,0.5,0,0
89,180102-021-0102,0.4444444444444448,0.3333333333333333,0.2727272727272727,1.0,0.0,0.5,0,0
90,180102-021-0102,0.2222222222222224,1.0,1.0,0.1228070175438639,0.353333333333338,0.5,0,0
91,180102-021-0102,0.3333333333333336,0.3333333333333333,0.5454545454545454,0.0818713450292426,0.6666666666666627,0.5,0,0
92,180102-021-0102,0.0,0.3333333333333333,0.2727272727272727,0.1306042884990252,1.0,1.0,0,0
93,180102-021-0102,0.1111111111111112,0.6666666666666666,0.5454545454545454,0.5185185185185203,0.3333333333333372,0.0,0,0
94,180102-021-0102,0.6666666666666664,0.6666666666666666,0.5454545454545454,0.2729044834307994,0.3400000000000002,0.5,0,0
95,180102-021-0102,0.0,0.6666666666666666,0.2727272727272727,0.1754385964912272,0.6766666666666631,1.0,0,0
96,180102-021-0102,0.5555555555555552,0.3333333333333333,0.0909090909090909,0.2085769980506871,0.6666666666666627,0.5,0,0
97,180102-021-0102,0.1111111111111112,1.0,0.0909090909090909,0.2241715399610168,1.0,1.0,0,0
98,180102-021-0102,0.2222222222222224,0.0,0.8181818181818182,0.0818713450292426,0.6666666666666627,0.5,0,0
99,180102-021-0102,0.0555555555555556,0.5,0.8181818181818182,0.2007797270955189,1.0,0.5,0,0
100,180102-021-0103,0.3333333333333333,1.0,0.375,1.0,0.4999999999999911,0.5,1,0
101,180102-021-0103,0.5833333333333334,0.5,0.6875,1.0,0.4999999999999911,0.5,1,0
102,180102-021-0103,0.6666666666666666,0.8333333333333334,0.5,0.1410048622366282,0.9699999999999988,0.0,1,0
103,180102-021-0103,0.6666666666666666,0.6666666666666666,0.875,0.3176661264181543,0.4199999999999996,0.5,1,0
104,180102-021-0103,0.6666666666666666,0.8333333333333334,0.6875,0.3128038897893049,0.4549999999999892,1.0,1,0
105,180102-021-0103,0.4166666666666667,0.8333333333333334,0.375,0.4554294975688791,0.9699999999999988,0.5,1,0
106,180102-021-0103,0.5833333333333334,0.8333333333333334,0.1875,0.0923824959481337,0.9750000000000048,0.5,1,0
107,180102-021-0103,0.6666666666666666,0.6666666666666666,0.6875,0.0923824959481337,0.9750000000000048,0.0,1,0
108,180102-021-0103,0.1666666666666666,0.4166666666666667,0.875,0.5640194489465129,0.9699999999999988,0.5,1,0
109,180102-021-0103,0.5,0.8333333333333334,0.3125,0.4149108589951375,0.0099999999999944,0.5,1,0
110,180102-021-0103,0.3333333333333333,0.4166666666666667,0.5,0.7260940032414906,0.9699999999999988,0.0,1,0
111,180102-021-0103,0.3333333333333333,0.6666666666666666,0.875,0.4554294975688791,0.9699999999999988,0.0,1,0
112,180102-021-0103,0.6666666666666666,0.6666666666666666,0.6875,0.2009724473257675,0.7499999999999956,0.0,1,0
113,180102-021-0103,0.5833333333333334,0.8333333333333334,0.875,0.9270664505672582,0.715000000000006,0.5,1,0
114,180102-021-0103,0.5,0.8333333333333334,0.1875,0.6320907617504052,0.9699999999999988,0.5,1,0
115,180102-021-0103,0.5833333333333334,0.5,0.5,0.0388978930307955,0.9549999999999982,0.0,1,0
116,180102-021-0103,0.5833333333333334,0.6666666666666666,0.1875,0.1085899513776338,0.9349999999999914,0.5,1,0
117,180102-021-0103,0.5833333333333334,0.6666666666666666,0.1875,0.623987034035658,0.9699999999999988,0.5,1,0
118,180102-021-0103,0.4166666666666667,0.1666666666666666,0.5,0.6304700162074535,0.9699999999999988,0.5,1,0
119,180102-021-0103,0.8333333333333334,1.0,0.6875,0.2739059967585093,0.9699999999999988,0.5,1,0
120,180102-021-0103,0.3333333333333333,0.6666666666666666,0.6875,0.3176661264181543,0.4199999999999996,0.5,1,0
121,180102-021-0103,0.6666666666666666,0.8333333333333334,0.5,0.1410048622366282,0.9699999999999988,0.0,1,0
122,180102-021-0103,0.3333333333333333,0.5,0.5,0.6320907617504052,0.9699999999999988,0.5,1,0
123,180102-021-0103,0.4166666666666667,0.1666666666666666,0.6875,0.6320907617504052,0.9699999999999988,0.0,1,0
124,180102-021-0103,0.4166666666666667,0.6666666666666666,0.5,0.3257698541329015,0.0,0.5,1,0
125,180102-021-0103,0.4166666666666667,0.6666666666666666,0.5,0.4149108589951375,0.0099999999999944,0.5,1,0
126,180102-021-0103,0.0,0.6666666666666666,0.6875,0.4554294975688791,0.9699999999999988,0.0,1,0
127,180102-021-0103,0.4166666666666667,0.6666666666666666,0.375,0.7260940032414906,0.9699999999999988,0.5,1,0
128,180102-021-0103,0.6666666666666666,0.8333333333333334,1.0,0.0923824959481337,0.9750000000000048,0.5,1,0
129,180102-021-0103,0.5833333333333334,0.3333333333333333,0.0,0.0810372771474888,0.9799999999999932,0.0,1,0
130,180102-021-0103,0.8333333333333334,0.6666666666666666,0.875,0.116693679092381,0.9699999999999988,0.0,1,0
131,180102-021-0103,0.4166666666666667,0.6666666666666666,0.875,0.2739059967585093,0.9699999999999988,0.5,1,0
132,180102-021-0103,0.5833333333333334,0.5,0.6875,0.3468395461912452,0.1499999999999884,0.5,1,0
133,180102-021-0103,0.3333333333333333,0.8333333333333334,0.875,0.623987034035658,0.9699999999999988,0.5,1,0
134,180102-021-0103,0.6666666666666666,0.8333333333333334,0.375,0.0,1.0,0.5,1,0
135,180102-021-0103,0.6666666666666666,0.8333333333333334,0.6875,0.2009724473257675,0.7499999999999956,0.5,1,0
136,180102-021-0103,0.3333333333333333,0.5,0.875,0.6320907617504052,0.9699999999999988,0.0,1,0
137,180102-021-0103,0.4166666666666667,0.6666666666666666,0.875,0.6304700162074535,0.9699999999999988,0.5,1,0
138,180102-021-0103,1.0,0.8333333333333334,0.875,0.5640194489465129,0.9699999999999988,0.5,1,0
139,180102-021-0103,0.4166666666666667,0.3333333333333333,0.875,0.0388978930307955,0.9549999999999982,0.5,1,0
140,180102-021-0103,0.3333333333333333,0.5,0.375,0.6304700162074535,0.9699999999999988,0.5,1,0
141,180102-021-0103,0.4166666666666667,0.6666666666666666,0.6875,0.6320907617504052,0.9699999999999988,0.5,1,0
142,180102-021-0103,0.6666666666666666,0.6666666666666666,0.6875,0.116693679092381,0.9699999999999988,0.0,1,0
143,180102-021-0103,0.1666666666666666,0.5,0.1875,0.7147487844408401,0.9699999999999988,0.5,1,0
144,180102-021-0103,0.5833333333333334,0.6666666666666666,0.375,0.2884927066450576,0.4599999999999953,0.5,1,0
145,180102-021-0103,0.6666666666666666,0.5,0.5,0.3257698541329015,0.0,0.5,1,0
146,180102-021-0103,0.5833333333333334,0.6666666666666666,0.875,0.3257698541329015,0.0,1.0,1,0
147,180102-021-0103,0.5,0.8333333333333334,0.375,0.2884927066450576,0.4599999999999953,0.5,1,0
148,180102-021-0103,0.1666666666666666,0.0,0.375,0.6320907617504052,0.9699999999999988,1.0,1,0
149,180102-021-0103,0.5,0.8333333333333334,0.375,0.5640194489465129,0.9699999999999988,0.5,1,0
150,180102-021-0104,0.3333333333333333,0.6500000000000009,0.5714285714285714,0.0159909546115328,0.9381107491856676,0.6666666666666666,1,0
151,180102-021-0104,0.3333333333333333,0.5000000000000007,0.4285714285714285,0.7170085608140847,0.2164870959659232,0.6666666666666666,1,0
152,180102-021-0104,0.3333333333333333,0.6500000000000009,0.5714285714285714,0.7833952511710547,0.1561012277624654,0.6666666666666666,1,0
153,180102-021-0104,0.5,0.6000000000000009,0.5714285714285714,0.024551768696495,0.9937359057880234,0.3333333333333333,1,0
154,180102-021-0104,0.3333333333333333,0.4000000000000006,0.3571428571428571,0.6320465191406879,0.2563267351540963,0.6666666666666666,1,0
155,180102-021-0104,0.5,0.6000000000000009,0.5714285714285714,0.8016475528993698,0.1408168378852417,0.3333333333333333,1,0
156,180102-021-0104,0.5,0.6000000000000009,0.5714285714285714,0.0482959134227108,0.9977449260836893,0.6666666666666666,1,0
157,180102-021-0104,0.5,0.700000000000001,0.5714285714285714,0.8341140365046034,0.1247807567025807,0.3333333333333333,1,0
158,180102-021-0104,0.1666666666666666,0.8000000000000012,0.7857142857142857,0.0366661282506865,1.0,0.3333333333333333,1,0
159,180102-021-0104,0.3333333333333333,0.5500000000000007,0.5714285714285714,0.7367145856889029,0.2014532698571788,0.3333333333333333,1,0
160,180102-021-0104,0.0,0.2000000000000003,0.4285714285714285,0.0137296074947505,0.9659233274868456,0.0,1,0
161,180102-021-0104,0.4166666666666667,0.5500000000000007,0.5714285714285714,0.7170085608140847,0.2164870959659232,0.6666666666666666,1,0
162,180102-021-0104,0.5,0.5500000000000007,0.5714285714285714,0.8098853173962205,0.1280380856928087,0.3333333333333333,1,0
163,180102-021-0104,0.3333333333333333,0.700000000000001,0.5714285714285714,0.9856242933290256,0.0080180405913305,0.3333333333333333,1,0
164,180102-021-0104,0.1666666666666666,0.6000000000000009,0.4285714285714285,0.0316588596349542,0.9135554998747184,0.6666666666666666,1,0
165,180102-021-0104,0.6666666666666666,0.5500000000000007,0.4285714285714285,0.7833952511710547,0.1561012277624654,0.6666666666666666,1,0
166,180102-021-0104,0.25,0.4000000000000006,0.5714285714285714,0.0188984009045389,0.9621648709596592,0.6666666666666666,1,0
167,180102-021-0104,0.25,0.6500000000000009,0.5714285714285714,0.9389436278468744,0.0501127536958154,0.3333333333333333,1,0
168,180102-021-0104,0.5,0.8000000000000012,0.7857142857142857,0.0366661282506865,1.0,0.3333333333333333,1,0
169,180102-021-0104,0.5,0.8000000000000012,0.4285714285714285,1.0,0.0,0.6666666666666666,1,0
170,180102-021-0104,0.5,0.9000000000000012,0.4285714285714285,0.1988370214827978,0.6529691806564774,0.6666666666666666,1,0
171,180102-021-0104,0.0,0.0,0.4285714285714285,0.9528347601356806,0.0438486594838383,0.6666666666666666,1,0
172,180102-021-0104,0.1666666666666666,0.3000000000000004,0.0,0.0,0.9378601854171892,0.3333333333333333,1,0
173,180102-021-0104,0.5,0.8000000000000012,0.5714285714285714,0.6320465191406879,0.2563267351540963,0.6666666666666666,1,0
174,180102-021-0104,0.3333333333333333,0.5000000000000007,0.5714285714285714,0.5818123081893068,0.3014282134803312,0.6666666666666666,1,0
175,180102-021-0104,0.1666666666666666,0.700000000000001,0.5714285714285714,0.1426263931513491,0.7331495865697825,1.0,1,0
176,180102-021-0104,0.3333333333333333,0.4000000000000006,0.2142857142857142,0.8098853173962205,0.1280380856928087,0.3333333333333333,1,0
177,180102-021-0104,0.25,0.6000000000000009,1.0,0.7531901146826036,0.1866700075169129,0.6666666666666666,1,0
178,180102-021-0104,0.3333333333333333,0.5500000000000007,1.0,0.0413503472783072,0.9807065898271116,0.3333333333333333,1,0
179,180102-021-0104,0.3333333333333333,0.6000000000000009,0.5714285714285714,0.8341140365046034,0.1247807567025807,0.6666666666666666,1,0
180,180102-021-0104,0.3333333333333333,0.5000000000000007,0.4285714285714285,0.5818123081893068,0.3014282134803312,0.6666666666666666,1,0
181,180102-021-0104,0.25,0.700000000000001,0.5714285714285714,0.9139072847682116,0.0571285392132297,0.6666666666666666,1,0
182,180102-021-0104,0.4166666666666667,0.8000000000000012,0.2142857142857142,0.1426263931513491,0.7331495865697825,1.0,1,0
183,180102-021-0104,0.5,1.0,1.0,0.2611855919883702,0.5895765472312706,1.0,1,0
184,180102-021-0104,0.1666666666666666,0.8000000000000012,0.5714285714285714,0.7367145856889029,0.2014532698571788,0.3333333333333333,1,0
185,180102-021-0104,0.3333333333333333,0.4000000000000006,0.4285714285714285,0.2611855919883702,0.5895765472312706,0.6666666666666666,1,0
186,180102-021-0104,1.0,0.700000000000001,0.7857142857142857,0.0192214504926511,0.9488849912302688,0.6666666666666666,1,0
187,180102-021-0104,0.5,0.6000000000000009,0.4285714285714285,0.0279437893716688,0.950137810072664,0.3333333333333333,1,0
188,180102-021-0104,0.5,0.6000000000000009,0.4285714285714285,0.1988370214827978,0.6529691806564774,0.3333333333333333,1,0
189,180102-021-0104,0.3333333333333333,0.5500000000000007,0.4285714285714285,0.5105798740106606,0.3806063643197196,0.6666666666666666,1,0
190,180102-021-0104,0.25,0.2500000000000003,0.5714285714285714,0.8835406234857051,0.0831871711350536,0.6666666666666666,1,0
191,180102-021-0104,0.4166666666666667,0.6000000000000009,0.4285714285714285,0.856081408496204,0.1024805813079426,0.3333333333333333,1,0
192,180102-021-0104,0.1666666666666666,0.6500000000000009,0.5714285714285714,0.5818123081893068,0.3014282134803312,0.6666666666666666,1,0
193,180102-021-0104,0.4166666666666667,0.6000000000000009,0.5714285714285714,0.3346793732837994,0.5286895514908542,0.6666666666666666,1,0
194,180102-021-0104,0.5,0.8000000000000012,1.0,0.0482959134227108,0.9977449260836893,0.6666666666666666,1,0
195,180102-021-0104,0.6666666666666666,0.700000000000001,1.0,0.0137296074947505,0.9659233274868456,0.6666666666666666,1,0
196,180102-021-0104,0.25,0.8000000000000012,0.4285714285714285,0.9736714585688904,0.0268103232272611,0.6666666666666666,1,0
197,180102-021-0104,0.1666666666666666,0.5000000000000007,0.5714285714285714,0.5105798740106606,0.3806063643197196,0.6666666666666666,1,0
198,180102-021-0104,0.4166666666666667,0.6000000000000009,1.0,0.0159909546115328,0.9381107491856676,0.6666666666666666,1,0
199,180102-021-0104,0.3333333333333333,0.5000000000000007,0.5714285714285714,0.3346793732837994,0.5286895514908542,0.6666666666666666,1,0
200,180102-021-0105,0.75,0.8,0.5,0.3305759803921582,0.7219020172910665,0.5,0,0
201,180102-021-0105,0.75,0.8,1.0,0.0747549019607853,0.9438040345821328,0.5,0,0
202,180102-021-0105,0.75,0.6,0.3125,0.0640318627450979,1.0,0.0,0,0
203,180102-021-0105,0.625,0.8,0.1875,0.4528186274509798,0.515850144092218,0.0,0,0
204,180102-021-0105,0.75,0.3,0.3125,0.5772058823529425,0.3040345821325631,0.0,0,0
205,180102-021-0105,0.75,0.4,0.125,0.8851102941176471,0.0014409221902009,0.5,0,0
206,180102-021-0105,0.75,0.4,0.6875,0.0303308823529412,0.8688760806916435,0.5,0,0
207,180102-021-0105,0.25,0.6,0.1875,0.9087009803921584,0.0,0.5,0,0
208,180102-021-0105,0.625,0.8,0.6875,0.8128063725490204,0.0374639769452447,0.0,0,0
209,180102-021-0105,0.25,0.4,0.6875,0.5333946078431383,0.4034582132564838,0.0,0,0
210,180102-021-0105,0.625,0.6,0.5,0.0,0.8832853025936604,0.5,0,0
211,180102-021-0105,0.75,0.8,0.5,0.7754289215686283,0.0446685878962519,0.0,0,0
212,180102-021-0105,0.5,0.2,0.1875,0.6400122549019616,0.2910662824207496,0.5,0,0
213,180102-021-0105,0.75,0.8,0.1875,0.9203431372549026,0.0,0.5,0,0
214,180102-021-0105,0.25,0.2,0.3125,0.9087009803921584,0.0,0.5,0,0
215,180102-021-0105,0.5,0.8,0.5,0.8532475490196081,0.0028818443804018,0.0,0,0
216,180102-021-0105,0.75,0.4,0.3125,0.5772058823529425,0.3040345821325631,0.5,0,0
217,180102-021-0105,0.375,0.2,0.1875,0.0719975490196087,0.8645533141210381,0.5,0,0
218,180102-021-0105,0.5,0.0,0.5,0.0,0.8832853025936604,0.5,0,0
219,180102-021-0105,0.5,0.6,0.5,0.8278186274509811,0.0129682997118135,0.0,0,0
220,180102-021-0105,0.75,0.5,0.3125,0.3645833333333338,0.6786743515850129,0.5,0,0
221,180102-021-0105,0.75,0.4,0.3125,0.0649509803921568,0.956772334293949,0.5,0,0
222,180102-021-0105,1.0,0.8,0.3125,0.0747549019607853,0.9438040345821328,0.5,0,0
223,180102-021-0105,0.0,0.2,0.1875,0.8278186274509811,0.0129682997118135,0.5,0,0
224,180102-021-0105,0.75,0.8,0.1875,0.8851102941176471,0.0014409221902009,0.0,0,0
225,180102-021-0105,0.25,0.8,0.6875,0.4528186274509798,0.515850144092218,0.5,0,0
226,180102-021-0105,0.75,0.4,0.0,0.2294730392156859,0.7536023054755049,0.5,0,0
227,180102-021-0105,0.625,0.5,0.6875,1.0,0.0,0.5,0,0
228,180102-021-0105,1.0,0.5,0.0,0.0747549019607853,0.9438040345821328,0.5,0,0
229,180102-021-0105,0.75,0.6,0.5,0.5772058823529425,0.3040345821325631,0.5,0,0
230,180102-021-0105,0.375,0.4,0.3125,0.9087009803921584,0.0,0.5,0,0
231,180102-021-0105,1.0,0.2,0.0,0.8189338235294114,0.100864553314119,0.0,0,0
232,180102-021-0105,0.75,0.4,0.0,0.2294730392156859,0.7536023054755049,0.5,0,0
233,180102-021-0105,0.75,0.5,0.3125,1.0,0.0,0.5,0,0
234,180102-021-0105,0.0,0.2,0.0,0.8128063725490204,0.0374639769452447,0.0,0,0
