LOT,Casting_Pressure,Date,Humidity,Injection_Velocity_1,Injection_Velocity_2,Injection_Velocity_3,Temperature,Short_Shot,ERROR
180102-021-0101,0.30590428104639855,,0.9950606631108448,0.8776106028346587,0.9132521163208125,1.6151028971907277,1.310826507922718,3,0
180102-021-0101,0.2856457193876967,,0.09628254951374544,0.6482698529649753,-0.40393843606496804,0.03729367258167396,-0.49238794710853306,3,0
180102-021-0101,0.2856457193876967,,-1.0728842738881992,0.5718229363417472,-0.8430019535268949,-0.6798923386042596,-0.9736225740399496,3,0
180102-021-0101,0.2856457193876967,,0.31682306142160677,0.7247167695882035,0.2546568401279222,0.4676052792932341,-0.34518676710598317,3,0
180102-021-0101,0.2856457193876967,,0.04190269726249558,-1.56869072910864,-0.40393843606496804,-0.6798923386042596,-0.6282659594185802,3,0
180102-021-0101,0.2957750002170476,,0.04190269726249558,0.8011636862114316,0.03512508139695878,-0.6798923386042596,-0.5065419067241651,3,0
180102-021-0101,0.2957750002170476,,1.0464194124592543,0.8776106028346587,1.3523156337827393,1.6151028971907277,1.486335607156527,3,0
180102-021-0101,0.2957750002170476,,0.4935575812381809,1.030504436081115,1.3523156337827393,1.1847912904791678,0.6427596140649847,3,0
180102-021-0101,0.27551643855834573,,0.22316887143333564,0.1895883532256064,0.6937203575898491,-0.6798923386042596,-0.48955715518540865,3,0
180102-021-0101,0.2957750002170476,,0.03737104290822431,0.6482698529649753,0.6937203575898491,-0.24958073189269947,0.10773994059417415,3,0
180102-021-0101,-3.5128345916189017,,-2.1061014666620057,-0.8042215628763585,-2.1601925059126756,-2.2577015632133133,-1.6530126355901855,3,0
180102-021-0101,0.2957750002170476,,1.041887758104983,-0.49843389638344593,0.03512508139695878,0.4676052792932341,1.109840281380769,3,0
180102-021-0101,0.27551643855834573,,-1.754142978480283,-0.9571153961228148,-2.5992560233746023,-1.8273899565017533,-1.2963328532763136,3,0
180102-021-0101,-3.3001196942025324,,-0.07138866159428617,-0.9571153961228148,-1.5015972297197853,-0.6798923386042596,-0.7726363474980057,3,0
180102-021-0101,0.2957750002170476,,1.2231539322758285,1.030504436081115,1.3523156337827393,1.1847912904791678,1.197594830997676,3,0
180102-021-0101,0.2957750002170476,,0.09628254951374544,0.11314143660237826,-0.40393843606496804,-0.24958073189269947,-0.49238794710853306,3,0
180102-021-0101,0.2957750002170476,,0.9950606631108448,0.41892910309529086,0.9132521163208125,0.03729367258167396,1.310826507922718,3,0
180102-021-0101,0.2957750002170476,,0.48600482398105854,1.1833982693275713,1.3523156337827393,0.8979168860047942,0.6399288221418603,3,0
180102-021-0101,0.2957750002170476,,1.2699810272699614,1.1833982693275713,0.9132521163208125,2.045414503902288,1.2060872067670545,3,0
180102-021-0101,0.2957750002170476,,1.0932465074533873,0.8776106028346587,1.3523156337827393,1.1847912904791678,1.4919971910027758,3,0
180102-021-0101,0.30590428104639855,,0.8742165469969515,-1.1100092293692712,0.2546568401279222,1.6151028971907277,1.466520063694646,3,0
180102-021-0101,0.2856457193876967,,0.09628254951374544,-2.1802660620944643,-0.8430019535268949,0.03729367258167396,-0.49238794710853306,3,0
180102-021-0101,0.2856457193876967,,-1.8236283452457775,-1.033562312746043,-1.0625337122578584,-1.397078349790193,-1.3416255240463293,3,0
180102-021-0101,0.2957750002170476,,0.4935575812381809,1.030504436081115,-0.18440667733400465,0.4676052792932341,0.6427596140649847,3,0
180102-021-0101,0.30590428104639855,,0.3183336128730323,-0.49843389638344593,0.2546568401279222,-0.24958073189269947,0.0001698475153861573,3,0
180102-021-0101,0.2856457193876967,,-1.6272566565606927,-0.34554006313699065,-0.40393843606496804,-0.24958073189269947,-1.0868542509649914,3,0
180102-021-0101,0.2957750002170476,,1.2231539322758285,0.5718229363417472,1.3523156337827393,0.8979168860047942,1.197594830997676,3,0
180102-021-0101,0.2957750002170476,,-1.0728842738881992,-2.4860537285873767,-1.5015972297197853,-0.6798923386042596,-0.9736225740399496,3,0
180102-021-0101,0.2957750002170476,,0.6702921010547497,0.41892910309529086,0.9132521163208125,0.8979168860047942,0.685221492911876,3,0
180102-021-0101,0.2957750002170476,,0.8742165469969515,-0.19264622989053434,0.6937203575898491,0.03729367258167396,1.466520063694646,3,0
180102-021-0102,0.18382900600366245,,-0.33809179858516225,-1.0742795821566045,-1.9216666641657911,1.2259793888183095,1.3226008392759125,3,0
180102-021-0102,0.18382900600366245,,-0.3089961188446044,-0.8585607905588925,0.4076262620957778,0.26818299130400686,0.359588723886406,3,0
180102-021-0102,-1.6544610540325442,,-0.4399266776770761,-0.4271232073634684,0.4076262620957778,1.2259793888183095,-0.6034233915030663,3,0
180102-021-0102,0.18382900600366245,,-0.6290485959906378,-0.4271232073634684,-0.7570202010350067,1.2259793888183095,-0.5456426645796946,3,0
180102-021-0102,0.18382900600366245,,0.6075177929826462,0.22003316742966755,-0.7570202010350067,0.26818299130400686,-0.5937932703491596,3,0
180102-021-0102,0.18382900600366245,,-0.33809179858516225,-0.4271232073634684,0.4076262620957778,0.26818299130400686,1.3226008392759125,3,0
180102-021-0102,-1.6544610540325442,,2.6442153748210266,-0.8585607905588925,1.5722727252265623,0.26818299130400686,-1.5664355068925728,3,0
180102-021-0102,0.18382900600366245,,2.3168889777398474,0.4357519590273795,-0.17469696946961444,1.8645103204945115,-1.2967921145834933,3,0
180102-021-0102,0.18382900600366245,,-0.6508703557960498,0.004314375831955557,0.4076262620957778,-1.3281443378864977,-0.5937932703491596,3,0
180102-021-0102,2.022119066039869,,0.14926083706902088,-1.2899983737543164,1.5722727252265623,0.26818299130400686,1.3226008392759125,3,0
180102-021-0102,0.18382900600366245,,-0.8618140339150234,0.8671895422228005,1.5722727252265623,1.2259793888183095,0.3306983604247201,3,0
180102-021-0102,0.18382900600366245,,-1.087305551904289,0.004314375831955557,0.4076262620957778,0.26818299130400686,-0.43971133188685774,3,0
180102-021-0102,0.18382900600366245,,-0.42537883780681013,-0.8585607905588925,1.5722727252265623,1.2259793888183095,1.3226008392759125,3,0
180102-021-0102,0.18382900600366245,,-0.9418271532015253,2.5929398750044963,-0.7570202010350067,1.2259793888183095,0.359588723886406,3,0
180102-021-0102,0.18382900600366245,,-0.6290485959906378,1.2986271254182244,0.4076262620957778,-0.6896134062102958,-0.5456426645796946,3,0
180102-021-0102,0.18382900600366245,,0.14926083706902088,-0.8585607905588925,0.4076262620957778,0.26818299130400686,1.3226008392759125,3,0
180102-021-0102,0.18382900600366245,,0.9493920299340916,0.6514707506250915,0.4076262620957778,-1.3281443378864977,-1.5471752645847594,3,0
180102-021-0102,0.18382900600366245,,-1.087305551904289,0.004314375831955557,0.4076262620957778,-1.3281443378864977,-0.43971133188685774,3,0
180102-021-0102,0.18382900600366245,,-0.6290485959906378,0.4357519590273795,-0.7570202010350067,-1.3281443378864977,1.1107381738902389,3,0
180102-021-0102,-1.6544610540325442,,0.15653475700416683,-0.4271232073634684,-1.3393434326003988,0.26818299130400686,-0.5841631491952871,3,0
180102-021-0102,0.18382900600366245,,1.6476883437072483,0.8671895422228005,-1.9216666641657911,-1.3281443378864977,-1.5279150222769804,3,0
180102-021-0102,-1.6544610540325442,,1.6476883437072483,0.4357519590273795,-0.7570202010350067,-0.6896134062102958,-1.5279150222769804,3,0
180102-021-0102,0.18382900600366245,,-0.0398610812445408,0.004314375831955557,0.4076262620957778,-0.6896134062102958,-0.6034233915030663,3,0
180102-021-0102,0.18382900600366245,,-0.08350460085536471,0.004314375831955557,-0.7570202010350067,0.26818299130400686,-0.6034233915030663,3,0
180102-021-0102,-1.6544610540325442,,0.9493920299340916,0.8671895422228005,-0.17469696946961444,-0.6896134062102958,-1.5471752645847594,3,0
180102-021-0102,-1.6544610540325442,,1.6476883437072483,2.1615022918090725,-0.7570202010350067,-1.3281443378864977,-1.5279150222769804,3,0
180102-021-0102,0.18382900600366245,,0.14926083706902088,-0.8585607905588925,1.5722727252265623,0.26818299130400686,1.3226008392759125,3,0
180102-021-0102,0.18382900600366245,,-0.6654181956663416,0.4357519590273795,0.4076262620957778,-0.6896134062102958,0.28254775465525506,3,0
180102-021-0102,2.022119066039869,,-0.42537883780681013,-0.8585607905588925,0.4076262620957778,0.26818299130400686,1.3226008392759125,3,0
180102-021-0102,0.18382900600366245,,-0.9418271532015253,-0.8585607905588925,-0.7570202010350067,0.26818299130400686,0.359588723886406,3,0
180102-021-0102,-1.6544610540325442,,0.15653475700416683,2.1615022918090725,-1.3393434326003988,-0.6896134062102958,-0.5841631491952871,3,0
180102-021-0102,0.18382900600366245,,-0.25080475936351443,-0.8585607905588925,0.4076262620957778,-0.6896134062102958,1.3226008392759125,3,0
180102-021-0102,-1.6544610540325442,,-0.42537883780681013,-0.4271232073634684,0.4076262620957778,-1.6474098037245986,1.3226008392759125,3,0
180102-021-0102,0.18382900600366245,,-0.6363225159257837,-0.8585607905588925,0.4076262620957778,-0.6896134062102958,0.5233007835026489,3,0
180102-021-0102,0.18382900600366245,,-0.6363225159257837,-0.4271232073634684,0.4076262620957778,1.2259793888183095,0.5233007835026489,3,0
180102-021-0102,0.18382900600366245,,-0.6508703557960498,2.5929398750044963,-0.7570202010350067,-1.3281443378864977,-0.5937932703491596,3,0
180102-021-0102,-1.6544610540325442,,-0.8327183541744914,0.22003316742966755,0.4076262620957778,0.26818299130400686,0.34032848157862683,3,0
180102-021-0102,0.18382900600366245,,2.3168889777398474,-0.8585607905588925,1.5722727252265623,0.26818299130400686,-1.2967921145834933,3,0
180102-021-0102,0.18382900600366245,,-0.8327183541744914,0.8671895422228005,-1.9216666641657911,1.8645103204945115,0.34032848157862683,3,0
180102-021-0102,0.18382900600366245,,2.6442153748210266,0.4357519590273795,-0.7570202010350067,-0.6896134062102958,-1.5664355068925728,3,0
180102-021-0102,0.18382900600366245,,-0.6290485959906378,-0.4271232073634684,1.5722727252265623,1.8645103204945115,-0.5456426645796946,3,0
180102-021-0102,0.18382900600366245,,-0.7818009146285215,0.004314375831955557,-0.7570202010350067,0.26818299130400686,0.359588723886406,3,0
180102-021-0102,2.022119066039869,,-0.5999529162501057,-1.2899983737543164,-0.7570202010350067,-0.6896134062102958,1.3226008392759125,3,0
180102-021-0102,-1.6544610540325442,,0.8475571508421778,-0.8585607905588925,0.4076262620957778,0.26818299130400686,-0.6034233915030663,3,0
180102-021-0102,0.18382900600366245,,-0.06895676098509869,1.2986271254182244,0.4076262620957778,0.26818299130400686,-0.5841631491952871,3,0
180102-021-0102,2.022119066039869,,-0.43265275774195605,-1.2899983737543164,0.4076262620957778,-0.6896134062102958,0.3884790873480919,3,0
180102-021-0102,0.18382900600366245,,-0.3089961188446044,0.8671895422228005,-0.7570202010350067,-1.3281443378864977,0.359588723886406,3,0
180102-021-0102,2.022119066039869,,-0.25080475936351443,-0.8585607905588925,1.5722727252265623,-1.3281443378864977,1.3226008392759125,3,0
180102-021-0102,0.18382900600366245,,-0.7818009146285215,-0.4271232073634684,-1.9216666641657911,1.2259793888183095,0.359588723886406,3,0
180102-021-0102,0.18382900600366245,,-0.33809179858516225,-1.0742795821566045,-0.17469696946961444,1.2259793888183095,1.3226008392759125,3,0
180102-021-0103,0.37416573867749997,,2.241175933903259,-0.9069271971601154,1.6935961083054003,-0.8220845441240373,-0.8203589185098109,5,0
180102-021-0103,0.37416573867749997,,2.241175933903259,0.426789269251811,-0.7030021581645115,0.4465644437216923,-0.8203589185098109,5,0
180102-021-0103,-1.4966629547095744,,-1.052295049762055,0.8713614247224531,0.8947300194820964,-0.31462494898574545,0.6003068578335976,5,0
180102-021-0103,0.37416573867749997,,-0.3749585644421978,0.8713614247224531,0.09586393065879248,1.20775383642913,-1.0621743698022763,5,0
180102-021-0103,2.2449944320645745,,-0.39360085302898323,0.8713614247224531,0.8947300194820964,0.4465644437216923,-0.9563801098618427,5,0
180102-021-0103,0.37416573867749997,,0.15323961218335352,-0.4623550416894732,0.8947300194820964,-0.8220845441240373,0.6003068578335976,5,0
180102-021-0103,0.37416573867749997,,-1.2387179356299094,0.426789269251811,0.8947300194820964,-1.583273936831475,0.6154203235393968,5,0
180102-021-0103,-1.4966629547095744,,-1.2387179356299094,0.8713614247224531,0.09586393065879248,0.4465644437216923,0.6154203235393968,5,0
180102-021-0103,0.37416573867749997,,0.5695840572882142,-1.7960715081013996,-1.1024352025761635,1.20775383642913,0.6003068578335976,5,0
180102-021-0103,0.37416573867749997,,-0.0021127927065105944,-0.017782886218831114,0.8947300194820964,-1.0758143416931831,-2.301478557676309,5,0
180102-021-0103,-1.4966629547095744,,1.1909936768477147,-0.9069271971601154,-1.1024352025761635,-0.31462494898574545,0.6003068578335976,5,0
180102-021-0103,-1.4966629547095744,,0.15323961218335352,-0.9069271971601154,0.09586393065879248,1.20775383642913,0.6003068578335976,5,0
180102-021-0103,-1.4966629547095744,,-0.8223734905250488,0.8713614247224531,0.09586393065879248,0.4465644437216923,-0.06468563322076268,5,0
180102-021-0103,0.37416573867749997,,1.9615416051014771,0.426789269251811,0.8947300194820964,1.20775383642913,-0.17047989316119613,5,0
180102-021-0103,0.37416573867749997,,0.8305760975032106,-0.017782886218831114,0.8947300194820964,-1.583273936831475,0.6003068578335976,5,0
180102-021-0103,-1.4966629547095744,,-1.4437831100845275,0.426789269251811,-0.7030021581645115,-0.31462494898574545,0.5549664607162537,5,0
180102-021-0103,0.37416573867749997,,-1.1765769736739506,0.426789269251811,0.09586393065879248,-1.583273936831475,0.4945125978931105,5,0
180102-021-0103,0.37416573867749997,,0.7995056165252422,0.426789269251811,0.09586393065879248,-1.583273936831475,0.6003068578335976,5,0
180102-021-0103,0.37416573867749997,,0.8243620013076081,-0.4623550416894732,-2.300734335811119,-0.31462494898574545,0.6003068578335976,5,0
180102-021-0103,0.37416573867749997,,-0.5427391617232669,1.7605057356637375,1.6935961083054003,0.4465644437216923,0.6003068578335976,5,0
180102-021-0103,0.37416573867749997,,-0.3749585644421978,-0.9069271971601154,0.09586393065879248,0.4465644437216923,-1.0621743698022763,5,0
180102-021-0103,-1.4966629547095744,,-1.052295049762055,0.8713614247224531,0.8947300194820964,-0.31462494898574545,0.6003068578335976,5,0
180102-021-0103,0.37416573867749997,,0.8305760975032106,-0.9069271971601154,-0.7030021581645115,-0.31462494898574545,0.6003068578335976,5,0
180102-021-0103,-1.4966629547095744,,0.8305760975032106,-0.4623550416894732,-2.300734335811119,0.4465644437216923,0.6003068578335976,5,0
180102-021-0103,0.37416573867749997,,-0.34388808346422933,-0.4623550416894732,0.09586393065879248,-0.31462494898574545,-2.3317054890878537,5,0
180102-021-0103,0.37416573867749997,,-0.0021127927065105944,-0.4623550416894732,0.09586393065879248,-0.31462494898574545,-2.301478557676309,5,0
180102-021-0103,-1.4966629547095744,,0.15323961218335352,-2.685215819042684,0.09586393065879248,0.4465644437216923,0.6003068578335976,5,0
180102-021-0103,0.37416573867749997,,1.1909936768477147,-0.4623550416894732,0.09586393065879248,-0.8220845441240373,0.6003068578335976,5,0
180102-021-0103,0.37416573867749997,,-1.2387179356299094,0.8713614247224531,0.8947300194820964,1.715213431567422,0.6154203235393968,5,0
180102-021-0103,-1.4966629547095744,,-1.2822166089990608,0.426789269251811,-1.5018682469878153,-2.344463329538913,0.6305337892451424,5,0
180102-021-0103,-1.4966629547095744,,-1.1455064926959821,1.7605057356637375,0.09586393065879248,1.20775383642913,0.6003068578335976,5,0
180102-021-0103,0.37416573867749997,,-0.5427391617232669,-0.4623550416894732,0.09586393065879248,1.20775383642913,0.6003068578335976,5,0
180102-021-0103,0.37416573867749997,,-0.26310483292150705,0.426789269251811,-0.7030021581645115,0.4465644437216923,-1.8783015179144675,5,0
180102-021-0103,0.37416573867749997,,0.7995056165252422,-0.9069271971601154,0.8947300194820964,1.20775383642913,0.6003068578335976,5,0
180102-021-0103,0.37416573867749997,,-1.5929214187788112,0.8713614247224531,0.8947300194820964,-0.8220845441240373,0.6909876520682855,5,0
180102-021-0103,0.37416573867749997,,-0.8223734905250488,0.8713614247224531,0.8947300194820964,0.4465644437216923,-0.06468563322076268,5,0
180102-021-0103,-1.4966629547095744,,0.8305760975032106,-0.9069271971601154,-0.7030021581645115,1.20775383642913,0.6003068578335976,5,0
180102-021-0103,0.37416573867749997,,0.8243620013076081,-0.4623550416894732,0.09586393065879248,1.20775383642913,0.6003068578335976,5,0
180102-021-0103,0.37416573867749997,,0.5695840572882142,2.6496500466050215,0.8947300194820964,1.20775383642913,0.6003068578335976,5,0
180102-021-0103,0.37416573867749997,,-1.4437831100845275,-0.4623550416894732,-1.5018682469878153,1.20775383642913,0.5549664607162537,5,0
180102-021-0103,0.37416573867749997,,0.8243620013076081,-0.9069271971601154,-0.7030021581645115,-0.8220845441240373,0.6003068578335976,5,0
180102-021-0103,0.37416573867749997,,0.8305760975032106,-0.4623550416894732,0.09586393065879248,0.4465644437216923,0.6003068578335976,5,0
180102-021-0103,-1.4966629547095744,,-1.1455064926959821,0.8713614247224531,0.09586393065879248,0.4465644437216923,0.6003068578335976,5,0
180102-021-0103,0.37416573867749997,,1.1474950034785414,-1.7960715081013996,-0.7030021581645115,-1.583273936831475,0.6003068578335976,5,0
180102-021-0103,0.37416573867749997,,-0.48681229596291054,0.426789269251811,0.09586393065879248,-0.8220845441240373,-0.9412666441560436,5,0
180102-021-0103,0.37416573867749997,,-0.34388808346422933,0.8713614247224531,-0.7030021581645115,-0.31462494898574545,-2.3317054890878537,5,0
180102-021-0103,2.2449944320645745,,-0.34388808346422933,0.426789269251811,0.09586393065879248,1.20775383642913,-2.3317054890878537,5,0
180102-021-0103,0.37416573867749997,,-0.48681229596291054,-0.017782886218831114,0.8947300194820964,-0.8220845441240373,-0.9412666441560436,5,0
180102-021-0103,2.2449944320645745,,0.8305760975032106,-1.7960715081013996,-3.0996004246344233,-0.8220845441240373,0.6003068578335976,5,0
180102-021-0103,0.37416573867749997,,0.5695840572882142,-0.017782886218831114,0.8947300194820964,-0.8220845441240373,0.6003068578335976,5,0
180102-021-0104,0.48824008272396696,,-1.2303609384814107,-0.1827844156398752,0.29357201454326354,0.027270715045077398,1.2368596859169771,8,0
180102-021-0104,0.48824008272396696,,0.701732932464024,-0.1827844156398752,-0.537292177560309,-0.6544971610821224,-0.7140444684402705,8,0
180102-021-0104,0.48824008272396696,,0.8847031124083965,-0.1827844156398752,0.29357201454326354,0.027270715045077398,-0.8772972119125261,8,0
180102-021-0104,-1.139226859689503,,-1.2067662437440583,0.7792388245700167,0.01661728384207268,0.027270715045077398,1.3872418811486826,8,0
180102-021-0104,0.48824008272396696,,0.467566716768794,-0.1827844156398752,-1.0912016389626906,-0.9953810991457224,-0.6063383015851315,8,0
180102-021-0104,-1.139226859689503,,0.9350087823201092,0.7792388245700167,0.01661728384207268,0.027270715045077398,-0.9186184457374539,8,0
180102-021-0104,0.48824008272396696,,-1.1413243545668734,0.7792388245700167,0.01661728384207268,0.027270715045077398,1.3980802375617796,8,0
180102-021-0104,-1.139226859689503,,1.0244905491542182,0.7792388245700167,0.5705267452444543,0.027270715045077398,-0.9619718713898372,8,0
180102-021-0104,-1.139226859689503,,-1.1733775247761076,-1.144807655849767,1.124436206646836,1.0499225292358771,1.4041768130441439,8,0
180102-021-0104,-1.139226859689503,,0.756045248651891,-0.1827844156398752,-0.26033744685911814,0.027270715045077398,-0.754688304989379,8,0
180102-021-0104,-2.766693802102973,,-1.236593499355428,-2.106830896059659,-2.199020561767454,-0.6544971610821224,1.31205078353283,8,0
180102-021-0104,0.48824008272396696,,0.701732932464024,0.2982272044650708,-0.26033744685911814,0.027270715045077398,-0.7140444684402705,8,0
180102-021-0104,-1.139226859689503,,0.9577131112183168,0.7792388245700167,-0.26033744685911814,0.027270715045077398,-0.953165706804197,8,0
180102-021-0104,-1.139226859689503,,1.4420721277133923,-0.1827844156398752,0.5705267452444543,0.027270715045077398,-1.2776390019212527,8,0
180102-021-0104,0.48824008272396696,,-1.1871781952828602,-1.144807655849767,0.01661728384207268,-0.6544971610821224,1.170474752886766,8,0
180102-021-0104,0.48824008272396696,,0.8847031124083965,1.7412620647799086,-0.26033744685911814,-0.6544971610821224,-0.8772972119125261,8,0
180102-021-0104,0.48824008272396696,,-1.2223476459291023,-0.6637960357448212,-1.0912016389626906,0.027270715045077398,1.3018898243955521,8,0
180102-021-0104,-1.139226859689503,,1.3134142639568887,-0.6637960357448212,0.29357201454326354,0.027270715045077398,-1.163836259583747,8,0
180102-021-0104,-1.139226859689503,,-1.1733775247761076,0.7792388245700167,1.124436206646836,1.0499225292358771,1.4041768130441439,8,0
180102-021-0104,0.48824008272396696,,1.481693407555362,0.7792388245700167,1.124436206646836,-0.6544971610821224,-1.2993157147474443,8,0
180102-021-0104,0.48824008272396696,,-0.7264138735251354,0.7792388245700167,1.6783456680492177,-0.6544971610821224,0.46598158603553796,8,0
180102-021-0104,0.48824008272396696,,1.3516999950401385,-2.106830896059659,-3.3068394845722175,-0.6544971610821224,-1.1807711914792094,8,0
180102-021-0104,-1.139226859689503,,-1.2744340475191063,-1.144807655849767,-1.6451111003650722,-2.6998007894637217,1.2361822886411602,8,0
180102-021-0104,0.48824008272396696,,0.467566716768794,0.7792388245700167,1.124436206646836,0.027270715045077398,-0.6063383015851315,8,0
180102-021-0104,0.48824008272396696,,0.3291148287816903,-0.1827844156398752,-0.537292177560309,0.027270715045077398,-0.48440679193780123,8,0
180102-021-0104,2.115707025137437,,-0.8813375295364279,-1.144807655849767,0.5705267452444543,0.027270715045077398,0.6827487142974547,8,0
180102-021-0104,-1.139226859689503,,0.9577131112183168,-0.1827844156398752,-1.0912016389626906,-1.677148975272922,-0.953165706804197,8,0
180102-021-0104,0.48824008272396696,,0.8014539064483046,-0.6637960357448212,0.01661728384207268,2.072574343426677,-0.7946547442626706,8,0
180102-021-0104,-1.139226859689503,,-1.1604672201084998,-0.1827844156398752,-0.26033744685911814,2.072574343426677,1.3520172228061216,8,0
180102-021-0104,0.48824008272396696,,1.0244905491542182,-0.1827844156398752,0.01661728384207268,0.027270715045077398,-0.9619718713898372,8,0
180102-021-0104,0.48824008272396696,,0.3291148287816903,-0.1827844156398752,-0.537292177560309,-0.6544971610821224,-0.48440679193780123,8,0
180102-021-0104,0.48824008272396696,,1.2444109114231225,-0.6637960357448212,0.5705267452444543,0.027270715045077398,-1.144869135860829,8,0
180102-021-0104,2.115707025137437,,-0.8813375295364279,0.2982272044650708,1.124436206646836,-1.677148975272922,0.6827487142974547,8,0
180102-021-0104,2.115707025137437,,-0.554573266570081,0.7792388245700167,2.2322551294515915,2.072574343426677,0.29460007525346016,8,0
180102-021-0104,-1.139226859689503,,0.756045248651891,-1.144807655849767,1.124436206646836,0.027270715045077398,-0.754688304989379,8,0
180102-021-0104,0.48824008272396696,,-0.554573266570081,-0.1827844156398752,-1.0912016389626906,-0.6544971610821224,0.29460007525346016,8,0
180102-021-0104,0.48824008272396696,,-1.2214572800899557,3.6653085451996925,0.5705267452444543,1.0499225292358771,1.2659877687771741,8,0
180102-021-0104,-1.139226859689503,,-1.1974174024330317,0.7792388245700167,0.01661728384207268,-0.6544971610821224,1.269374755156266,8,0
180102-021-0104,-1.139226859689503,,-0.7264138735251354,0.7792388245700167,0.01661728384207268,-0.6544971610821224,0.46598158603553796,8,0
180102-021-0104,0.48824008272396696,,0.13278916125013848,-0.1827844156398752,-0.26033744685911814,-0.6544971610821224,-0.27034925277915944,8,0
180102-021-0104,0.48824008272396696,,1.160716522543459,-0.6637960357448212,-1.9220658310662633,0.027270715045077398,-1.0744198191757066,8,0
180102-021-0104,-1.139226859689503,,1.0850354262161026,0.2982272044650708,0.01661728384207268,-0.6544971610821224,-1.022260228937683,8,0
180102-021-0104,0.48824008272396696,,0.3291148287816903,-1.144807655849767,0.29357201454326354,0.027270715045077398,-0.48440679193780123,8,0
180102-021-0104,0.48824008272396696,,-0.35201503816451035,0.2982272044650708,0.01661728384207268,0.027270715045077398,0.1299925372295659,8,0
180102-021-0104,0.48824008272396696,,-1.1413243545668734,0.7792388245700167,1.124436206646836,2.072574343426677,1.3980802375617796,8,0
180102-021-0104,0.48824008272396696,,-1.236593499355428,1.7412620647799086,0.5705267452444543,2.072574343426677,1.31205078353283,8,0
180102-021-0104,0.48824008272396696,,1.409128591665015,-0.6637960357448212,1.124436206646836,-0.6544971610821224,-1.2268342062348665,8,0
180102-021-0104,0.48824008272396696,,0.13278916125013848,-1.144807655849767,-0.537292177560309,0.027270715045077398,-0.27034925277915944,8,0
180102-021-0104,0.48824008272396696,,-1.2303609384814107,0.2982272044650708,0.01661728384207268,2.072574343426677,1.2368596859169771,8,0
180102-021-0104,0.48824008272396696,,-0.35201503816451035,-0.1827844156398752,-0.537292177560309,0.027270715045077398,0.1299925372295659,8,0
180102-021-0105,0.1723280873711239,,-0.4534237904899544,0.7170216842910524,1.2589333540523826,0.8368204763503722,0.7010084501327696,1,0
